,sentence,label,badspelling sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
10,اشمن عياقة لعداب تغطي راسك بلمانط تعري رجليك دخل طوليط ضرب راسك تركب فطونبيل تسبق رجليك بجوج او تحني رسك عاد تخرج تكون غدي فطريق ضرب راسك مع شجر ودائما كتبقى منوي من شي حيط ليكون قصير تفركع راسك بيه ربي عاطيك شوية ديال بنادم حاسدك عليه,TMS,اشمن عياقه لعداب تغطي راسك بلمانط تعري رجليك دخل طوليط ضرب راسك تركب فطونبيل تسبق رجليك بجوج او تحني رسك عاد تخرج تكون غدي فطريق ضرب راسك مع شجر ودائما كتبقي منوي من شي حيط ليكون قصير تفركع راسك بيه ربي عاطيك شويه ديال بنادم حاسدك عليه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,3.314691076113409e-07,1.3396281815194053e-05,5.609187812065379e-09,1.6474992458744742e-07,1.9015331043965452e-08,1.1891157809624361e-06,2.333527746283808e-07,5.384839809458954e-08,4.322641879318667e-07,8.944077714462387e-08,2.9400084789746906e-07,2.4942519257637655e-07,0.3112285360020318,2.964610905274546e-07,5.41872469589784e-08,1.7501679130089656e-07,1.0679924522146688e-07,2.949176107587277e-09,1.8579008059373055e-07,0.6887511000557228,5.4163164213477204e-08,3.287084525832998e-07,2.9083128401911723e-07,1.542736818929044e-07,2.162372824580287e-06,9.381588181769807e-08
11,رفاقجية باقين عايشين فسبعينات وتي جيو حداك فطوبيس تي بدا اعاود على كيفاش دابز مع الكنترول و دوك بطولات الضحك ديالو سولو ديك البنت ف قسم لي شاف أنها كبر من المستوى لي كتقرا فيه و قاليها نتي خاصك غي راجل واش عندها نفس الرأي خلا النفسية ديالها محطمة و مسخرة في القسم اتنمرو عليها,TMS,رفاقجيه باقين عايشين فسبعينات وتي جيو حداك فطوبيس تي بدا اعاود علي كيفاش دابز مع الكنترول و دوك بطولات الضحك ديالو سولو ديك البنت ف قسم لي شاف انها كبر من المستوي لي كتقرا فيه و قاليها نتي خاصك غي راجل واش عندها نفس الراي خلا النفسيه ديالها محطمه و مسخره في القسم اتنمرو عليها,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.1270797267562172e-10,0.00033956399019281297,2.0602798242026292e-11,1.847061919268934e-10,2.888795963793339e-10,6.251902098770757e-11,3.5638936332155414e-11,7.955710354573208e-11,6.053884819272005e-09,2.8982401202546647e-09,3.166948670764065e-10,7.109153616627274e-10,3.949996493844205e-05,6.368082547822649e-09,4.985689692791412e-10,7.587769579733044e-09,4.1486158248311874e-11,1.9264755814439044e-11,1.0905653911302944e-09,0.9996207946081213,2.6202694281179203e-09,7.212797947739624e-10,1.5819217414658965e-09,4.2920138292408304e-09,1.0323275419749192e-07,2.6184241278453675e-09
12,منيتكم تانتوما تايسرحوكم بديك الهدرة راه اصلا فيروس كلا مرة تيتبدل غير الاعلام تي ضخم و تي لعبو علليك بجوج كليمات مجابدوش هاد تضخيم حتا بغاو اديرو لقاح واش هادا لي مكاد الميم قريتي ناس اش تي قولو راه قاليك اصلا لقاح فعال عليه لا اخلاق لاتربية البلاد مشات فالخسران احمادي,TMS,منيتكم تانتوما تايسرحوكم بديك الهدره راه اصلا فيروس كلا مره تيتبدل غير الاعلام تي ضخم و تي لعبو علليك بجوج كليمات مجابدوش هاد تضخيم حتا بغاو اديرو لقاح واش هادا لي مكاد الميم قريتي ناس اش تي قولو راه قاليك اصلا لقاح فعال عليه لا اخلاق لاتربيه البلاد مشات فالخسران احمادي,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,7.659048181358789e-10,1.1571124774937539e-07,1.561544204207175e-11,8.83464528668727e-10,1.5554771639354081e-10,6.718242039911302e-10,4.723379925837284e-10,8.737650901676578e-11,2.4947906277562655e-09,3.249459689650303e-10,4.198220672778609e-10,9.127406531040925e-10,0.0001950365558536242,1.9325577252112916e-09,1.590060306612875e-10,9.26028554303569e-10,4.567487015999695e-10,2.1165916663278588e-11,3.1398488048246913e-10,0.9998048151184084,6.425516943262348e-10,1.6308785467576067e-09,1.5503531804269127e-09,1.7647499061715097e-09,1.4686391104907403e-08,1.3257034616055948e-09
13,أيهرب ليك غير تصنت ليه مزيان كولشي نسا الميم ديال راك غادي فالخسران آ حمادي الخاوي آخوتي حيت باغي نبقا معاهم فالدار مامبلوكيهومش ياقلالين الترابي بلان البروفيلات ديال التقدية فإنسطڭرام صدق ديال مرجان وحتى هادي طريقة ذكية باش تدير اشهار للاشهار لي دارو,TMS,ايهرب ليك غير تصنت ليه مزيان كولشي نسا الميم ديال راك غادي فالخسران ا حمادي الخاوي اخوتي حيت باغي نبقا معاهم فالدار مامبلوكيهومش ياقلالين الترابي بلان البروفيلات ديال التقديه فانسطڭرام صدق ديال مرجان وحتي هادي طريقه ذكيه باش تدير اشهار للاشهار لي دارو,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,7.812670383785114e-11,6.348091176760496e-07,5.6728136091737145e-12,6.80813698892767e-11,5.270152898303323e-11,8.793956069994973e-11,6.096761422839973e-11,2.6253084728606985e-11,1.4106671043605444e-09,1.9434805375481121e-10,5.318629783349666e-11,2.4239419249252667e-10,0.017944978992087864,4.846734699014448e-10,3.067890125454653e-11,3.0139378666199056e-10,6.651505294408618e-11,3.7005221613158955e-12,7.908181888229242e-11,0.9820543669259094,1.5447757236288676e-10,1.3637854261276138e-10,3.227466538502556e-10,1.2880069328643872e-09,1.3275253104022605e-08,8.49640441459656e-10
14,هادي هي المدينة لي تيقولو عليها المراركة عامرة دخل لقنوات ديالهم ايبانو ليك ايجهلو مساكن لمغرب معقدهم فحياتهم غا يتبعوا مخالفين الحجر الصحي آرا ما يتعاود اش منك يا سطافيطات اش منك الدخلة ديال السبيطارات كاين بريكول ف رأس العام يعني هاد العام غادي يدوز بلا ما يخرج لينا شي مثلي جديد,TMS,هادي هي المدينه لي تيقولو عليها المراركه عامره دخل لقنوات ديالهم ايبانو ليك ايجهلو مساكن لمغرب معقدهم فحياتهم غا يتبعوا مخالفين الحجر الصحي آرا ما يتعاود اش منك يا سطافيطات اش منك الدخله ديال السبيطارات كاين بريكول ف راس العام يعني هاد العام غادي يدوز بلا ما يخرج لينا شي مثلي جديد,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.3383328657222106e-10,9.38428240097595e-09,1.0855347511429528e-12,4.533203922560928e-11,7.676479352937455e-12,3.2859174830943346e-11,3.581455332936425e-11,6.292820664222845e-12,1.0511620769927575e-10,2.991779093941336e-11,4.633842501642141e-11,1.279452080734811e-10,3.52580138317847e-05,1.4373392648163905e-10,6.955313617833717e-12,1.189174083023101e-10,6.261844168659661e-11,3.4998149129569505e-12,4.5960227486569095e-11,0.9999647293921388,1.661772666541738e-11,4.5023161529044757e-11,1.3843238228569924e-10,1.9514342770072623e-10,1.6563529985272743e-09,1.0428080105940309e-10
15,راس العام عندنا هو سكر نوض ضارب جرجر معاك البوليس كدور ليلة كحلة انا هو داك خونا لي عنذو بحال رأس السنة بحال اي يوم هادو واخا يكون شارع خاوي يعملك لايف يقولك اجواء هادئ مهم هو ينزلو شيحاجة المش ديالك مني كايشوفك كاتغمسي ليه الخبز فالمرقة,TMS,راس العام عندنا هو سكر نوض ضارب جرجر معاك البوليس كدور ليله كحله انا هو داك خونا لي عنذو بحال راس السنه بحال اي يوم هادو واخا يكون شارع خاوي يعملك لايف يقولك اجواء هادئ مهم هو ينزلو شيحاجه المش ديالك مني كايشوفك كاتغمسي ليه الخبز فالمرقه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.5103553313299385e-09,3.4271355528434357e-07,4.745373265349298e-10,1.3753244454481334e-09,1.8021792085826563e-09,8.444989480934701e-10,3.5818012055524798e-09,2.3827450665847987e-10,2.175792820330167e-08,6.5702822232900875e-09,5.893646718853165e-10,4.64075574863744e-09,0.16852981740946069,7.046674543543233e-09,5.766287631267254e-10,4.9375686393610854e-08,1.6772978042743327e-09,1.9067245186559591e-10,8.55818777681271e-09,0.831469473835114,2.1501097615593404e-09,3.1064950542270824e-09,5.465332065531664e-08,3.6013716003926387e-09,1.8941808375409315e-07,2.302039387956741e-09
16,شي طلعة عاوتاني ديال شي اشهار التقرفيدة لي آدات لفقدان الصوسيصة اتولي سميتكوم كاملين ريك ابلاتي تبعو تبعو تا يوقعلك بحالو المدكورة بخير الله ينفعنا بنورها الصاطع العزيزة الغالية نتاع زيكي لحاجة لي مخلياني من لول نفكر فالخدمة فالنيت بعيدا على الطريطوار,TMS,شي طلعه عاوتاني ديال شي اشهار التقرفيده لي ادات لفقدان الصوسيصه اتولي سميتكوم كاملين ريك ابلاتي تبعو تبعو تا يوقعلك بحالو المدكوره بخير الله ينفعنا بنورها الصاطع العزيزه الغاليه نتاع زيكي لحاجه لي مخلياني من لول نفكر فالخدمه فالنيت بعيدا علي الطريطوار,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.1098854352454743e-09,8.51535446621126e-08,3.5884569623509615e-11,7.991319308068477e-10,6.551770679141817e-10,2.7504181521014812e-09,1.4183184416649653e-09,6.790285916023833e-10,9.529223139019e-09,2.5137228000074727e-09,3.397653954572239e-09,8.48994683743692e-07,0.0074572795233053294,1.2183309356485375e-08,5.76249435004695e-10,1.1096148745698695e-08,7.782782827322697e-10,5.8194301006493125e-11,1.0800323042958569e-08,0.9925401837130243,2.8826367317879207e-09,2.70311317745674e-09,2.449040803702964e-08,2.234578296888362e-09,1.51106261485953e-06,8.611435015779064e-10
17,بالنسبالي انسان قاري و مكتابش ليه يخدم خدمة لي كيستاحق و قام باللجوء لخدمة لي حلال باش يعاون راسو و واليديه ، راه يتسحق كل الاحترام و التقدير جيث كون كانت عندو معرفة صحيحة كون راه شاد بوسط مزيان و حتا لي مقاريش يستحق الاحترام الله يعفو علينا من فحال هاد العقليات,TMS,بالنسبالي انسان قاري و مكتابش ليه يخدم خدمه لي كيستاحق و قام باللجوء لخدمه لي حلال باش يعاون راسو و واليديه  راه يتسحق كل الاحترام و التقدير جيث كون كانت عندو معرفه صحيحه كون راه شاد بوسط مزيان و حتا لي مقاريش يستحق الاحترام الله يعفو علينا من فحال هاد العقليات,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.237129513039781e-10,4.6550244203545134e-07,2.5304417321766653e-11,4.0035779167238366e-10,1.2482676971101153e-10,2.3510111824696003e-10,1.9421287445035397e-10,1.5185366361449704e-10,2.976014686957199e-09,5.984188724396189e-10,4.1196776036291456e-10,1.3222416316118772e-09,2.7739559957883162e-05,2.0957002688139974e-09,2.398444206642891e-10,2.0071413247721963e-09,3.652822110085659e-10,2.9992149572157874e-11,5.54405753112019e-10,0.9999716780229009,2.181143810518058e-09,3.5734222664103325e-09,6.842437979198062e-09,8.509898272478917e-09,8.16931181246339e-08,2.2583002288851933e-09
18,أصلا البريكولات فيهم الصرف اكثر من الوظيفة هز بالة ومرمقها تتلصق هادشي علاش حنا مجتمع متخلف لي شاف فك شي شوفة ناقصة برقق موو او كمل خدمتك طيروني وحق رب بهد طرول من حقها غير باش تبين ليهم باللي القراية ضرورية فالحياة يربو في ولادوهم الطبقية ملي هما صغار كونو وعيين ومبعد تناسلو يا بشر,TMS,اصلا البريكولات فيهم الصرف اكثر من الوظيفه هز باله ومرمقها تتلصق هادشي علاش حنا مجتمع متخلف لي شاف فك شي شوفه ناقصه برقق موو او كمل خدمتك طيروني وحق رب بهد طرول من حقها غير باش تبين ليهم باللي القرايه ضروريه فالحياه يربو في ولادوهم الطبقيه ملي هما صغار كونو وعيين ومبعد تناسلو يا بشر,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,3.482380938060717e-07,4.404347680847442e-05,1.626013261798514e-08,7.169489740375337e-07,2.7320854265537454e-07,1.2106656958284949e-06,9.272040860478109e-07,1.1210041535499972e-07,1.3811707932968183e-05,3.4872134106100015e-07,6.484975397268681e-07,0.0010582129009123406,0.01462123665007899,7.417925523171857e-06,2.545013642258329e-07,7.290273327090829e-07,6.00675462769343e-07,9.367790807090446e-09,4.0926343117615665e-06,0.9814453908154158,8.680855672162686e-06,3.3840816175408878e-06,9.610660648432612e-06,4.366331448464149e-05,0.002729873068565385,4.3864912566389185e-06
19,وقعات ليا كنت جيت غير نعاون الواليد وانا نسمع نفس العبارة غالبا كتلقاها خدامة فشي سونطر دابيل وكتقول لراجلها شيغي مجتمع مكلخ وغاتكون تا نتا مكلخ الا تسوقتي ليهم ماكانحملش هاد النوع و زيد عليه واحد النوع اخر لي كايقول هاهو راجلك الاستعدادات جارية,TMS,وقعات ليا كنت جيت غير نعاون الواليد وانا نسمع نفس العباره غالبا كتلقاها خدامه فشي سونطر دابيل وكتقول لراجلها شيغي مجتمع مكلخ وغاتكون تا نتا مكلخ الا تسوقتي ليهم ماكانحملش هاد النوع و زيد عليه واحد النوع اخر لي كايقول هاهو راجلك الاستعدادات جاريه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.810138837514157e-10,2.0031956330830502e-07,4.303799998233485e-11,1.6026409350981398e-10,2.6774123370045337e-10,3.19518033953165e-10,2.0974414356618883e-10,5.0930786773107e-11,6.247904219715019e-09,3.408972236153806e-10,2.670290237908434e-10,7.098243679286925e-10,7.613571327370853e-05,1.5966294529084821e-09,5.3495985969452936e-11,8.983370346998132e-10,2.2975803073492764e-10,1.0014901219069132e-11,3.5347484392868173e-10,0.9999236192432209,3.927070971926595e-10,4.4892032427484326e-10,7.98459386585429e-10,2.3125979571273734e-09,2.746939166997569e-08,1.3622503457072213e-09
