,sentence,label,decap sentence,decap 4 sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
10,اشمن عياقة لعداب تغطي راسك بلمانط تعري رجليك دخل طوليط ضرب راسك تركب فطونبيل تسبق رجليك بجوج او تحني رسك عاد تخرج تكون غدي فطريق ضرب راسك مع شجر ودائما كتبقى منوي من شي حيط ليكون قصير تفركع راسك بيه ربي عاطيك شوية ديال بنادم حاسدك عليه,TMS,اشمن عياقه لعداب تغطي راسك بلمانط تعري رجليك دخل طوليط ضرب راسك تركب فطونبيل تسبق رجليك بجوج او تحني رسك عاد تخرج تكون غدي فطريق ضرب راسك مع شجر ودائما كتبقي منوي من شي حيط ليكون قصير تفركع راسك بيه ربي عاطيك شويه ديال بنادم حاسدك عليه,راسك بلمانط تعري رجليك دخل طوليط ضرب راسك تركب فطونبيل تسبق رجليك بجوج او تحني رسك عاد تخرج تكون غدي فطريق ضرب راسك مع شجر ودائما كتبقي منوي من شي حيط ليكون قصير تفركع راسك بيه ربي عاطيك شويه ديال بنادم حاسدك عليه,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,5.066153877915033e-07,9.167473747491366e-06,4.227332801600175e-09,1.9568704751035213e-07,1.3482146839211415e-08,9.513667179444384e-06,6.182565101734606e-07,7.51629412910415e-08,5.500801691416048e-07,7.223102925720811e-08,5.413138308906605e-07,6.158307135098659e-07,0.9884750672407544,4.068157672738102e-07,8.23006209290649e-08,1.8072473841922752e-07,1.1464378942745099e-07,1.5427830436861346e-09,3.307154590442261e-07,0.011497706139430271,9.576972421217328e-08,6.885742527488187e-07,2.720543193750995e-07,1.5541136542838502e-07,2.9521694617826046e-06,7.186949760704041e-08
11,رفاقجية باقين عايشين فسبعينات وتي جيو حداك فطوبيس تي بدا اعاود على كيفاش دابز مع الكنترول و دوك بطولات الضحك ديالو سولو ديك البنت ف قسم لي شاف أنها كبر من المستوى لي كتقرا فيه و قاليها نتي خاصك غي راجل واش عندها نفس الرأي خلا النفسية ديالها محطمة و مسخرة في القسم اتنمرو عليها,TMS,رفاقجيه باقين عايشين فسبعينات وتي جيو حداك فطوبيس تي بدا اعاود علي كيفاش دابز مع الكنترول و دوك بطولات الضحك ديالو سولو ديك البنت ف قسم لي شاف انها كبر من المستوي لي كتقرا فيه و قاليها نتي خاصك غي راجل واش عندها نفس الراي خلا النفسيه ديالها محطمه و مسخره في القسم اتنمرو عليها,وتي جيو حداك فطوبيس تي بدا اعاود علي كيفاش دابز مع الكنترول و دوك بطولات الضحك ديالو سولو ديك البنت ف قسم لي شاف انها كبر من المستوي لي كتقرا فيه و قاليها نتي خاصك غي راجل واش عندها نفس الراي خلا النفسيه ديالها محطمه و مسخره في القسم اتنمرو عليها,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,5.343101748841768e-11,0.00024937814444530497,9.25353587026249e-12,1.1344694291056958e-10,1.250059745948245e-10,3.569949337805467e-11,2.001622831024256e-11,4.0757571699028774e-11,4.657194757388424e-09,1.277659344696917e-09,1.6019057709461476e-10,4.5315281858847484e-10,3.1594058688747556e-05,3.8327570357859225e-09,3.595675792774661e-10,5.360203288324949e-09,2.151679804014884e-11,1.3714358667146793e-11,7.25308004656458e-10,0.9997189339594776,1.7490971266316535e-09,4.847301811359609e-10,6.768753573358078e-10,2.4023118213765398e-09,6.964114460866549e-08,1.6243539121002202e-09
12,منيتكم تانتوما تايسرحوكم بديك الهدرة راه اصلا فيروس كلا مرة تيتبدل غير الاعلام تي ضخم و تي لعبو علليك بجوج كليمات مجابدوش هاد تضخيم حتا بغاو اديرو لقاح واش هادا لي مكاد الميم قريتي ناس اش تي قولو راه قاليك اصلا لقاح فعال عليه لا اخلاق لاتربية البلاد مشات فالخسران احمادي,TMS,منيتكم تانتوما تايسرحوكم بديك الهدره راه اصلا فيروس كلا مره تيتبدل غير الاعلام تي ضخم و تي لعبو علليك بجوج كليمات مجابدوش هاد تضخيم حتا بغاو اديرو لقاح واش هادا لي مكاد الميم قريتي ناس اش تي قولو راه قاليك اصلا لقاح فعال عليه لا اخلاق لاتربيه البلاد مشات فالخسران احمادي,الهدره راه اصلا فيروس كلا مره تيتبدل غير الاعلام تي ضخم و تي لعبو علليك بجوج كليمات مجابدوش هاد تضخيم حتا بغاو اديرو لقاح واش هادا لي مكاد الميم قريتي ناس اش تي قولو راه قاليك اصلا لقاح فعال عليه لا اخلاق لاتربيه البلاد مشات فالخسران احمادي,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.706310488656696e-10,1.803169876742484e-07,2.4690274938779266e-11,9.719095533571742e-10,2.623365074643373e-10,1.0191044374081617e-09,8.154917763304928e-10,1.0173520464924729e-10,4.161970042494307e-09,5.097039770574281e-10,4.893601173532674e-10,1.1321061878033178e-09,0.00043432867568983687,2.606592764555662e-09,1.8156902085368777e-10,1.1085140192419846e-09,8.3966324848845e-10,3.023515197198134e-11,5.483801194082544e-10,0.9995654410110821,1.0119033321080033e-09,2.538584538075478e-09,2.4661146046621e-09,2.360796443961053e-09,2.4201590032621514e-08,1.7432581206345105e-09
13,أيهرب ليك غير تصنت ليه مزيان كولشي نسا الميم ديال راك غادي فالخسران آ حمادي الخاوي آخوتي حيت باغي نبقا معاهم فالدار مامبلوكيهومش ياقلالين الترابي بلان البروفيلات ديال التقدية فإنسطڭرام صدق ديال مرجان وحتى هادي طريقة ذكية باش تدير اشهار للاشهار لي دارو,TMS,ايهرب ليك غير تصنت ليه مزيان كولشي نسا الميم ديال راك غادي فالخسران ا حمادي الخاوي اخوتي حيت باغي نبقا معاهم فالدار مامبلوكيهومش ياقلالين الترابي بلان البروفيلات ديال التقديه فانسطڭرام صدق ديال مرجان وحتي هادي طريقه ذكيه باش تدير اشهار للاشهار لي دارو,ليه مزيان كولشي نسا الميم ديال راك غادي فالخسران ا حمادي الخاوي اخوتي حيت باغي نبقا معاهم فالدار مامبلوكيهومش ياقلالين الترابي بلان البروفيلات ديال التقديه فانسطڭرام صدق ديال مرجان وحتي هادي طريقه ذكيه باش تدير اشهار للاشهار لي دارو,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.1374022285662032e-10,8.695366812249961e-07,6.2571881632297345e-12,1.0878974057889414e-10,5.595803487913875e-11,1.3599022654773533e-10,9.279520927825093e-11,3.8662603791611616e-11,2.5777508136024276e-09,2.3192906982287234e-10,8.21398134003624e-11,3.591733519301936e-10,0.03407611979144383,8.513873534663951e-10,5.1311291658866254e-11,2.684572127779433e-10,1.248529549224759e-10,5.238512413750701e-12,1.1911267593072043e-10,0.9659229863402752,1.703378085276933e-10,2.1281562096925534e-10,4.704995031807387e-10,2.1963485537230797e-09,1.4872166877037932e-08,1.1858852223143371e-09
14,هادي هي المدينة لي تيقولو عليها المراركة عامرة دخل لقنوات ديالهم ايبانو ليك ايجهلو مساكن لمغرب معقدهم فحياتهم غا يتبعوا مخالفين الحجر الصحي آرا ما يتعاود اش منك يا سطافيطات اش منك الدخلة ديال السبيطارات كاين بريكول ف رأس العام يعني هاد العام غادي يدوز بلا ما يخرج لينا شي مثلي جديد,TMS,هادي هي المدينه لي تيقولو عليها المراركه عامره دخل لقنوات ديالهم ايبانو ليك ايجهلو مساكن لمغرب معقدهم فحياتهم غا يتبعوا مخالفين الحجر الصحي آرا ما يتعاود اش منك يا سطافيطات اش منك الدخله ديال السبيطارات كاين بريكول ف راس العام يعني هاد العام غادي يدوز بلا ما يخرج لينا شي مثلي جديد,تيقولو عليها المراركه عامره دخل لقنوات ديالهم ايبانو ليك ايجهلو مساكن لمغرب معقدهم فحياتهم غا يتبعوا مخالفين الحجر الصحي آرا ما يتعاود اش منك يا سطافيطات اش منك الدخله ديال السبيطارات كاين بريكول ف راس العام يعني هاد العام غادي يدوز بلا ما يخرج لينا شي مثلي جديد,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,5.828134400280501e-10,1.865063489069348e-08,4.564169718871813e-12,8.616554479841206e-11,1.5554018215761626e-11,1.144196803314277e-10,9.325299877622293e-11,1.8052609665814495e-11,2.2988427740742269e-10,6.897287878487561e-11,8.08802315019322e-11,2.2589394164111306e-10,3.173532140608551e-05,3.017323536506356e-10,1.5694073103164953e-11,2.2498892921594965e-10,9.603808372612716e-11,5.643993394426972e-12,8.996004879381984e-11,0.9999682410781898,3.405206363852222e-11,1.038778627821634e-10,1.376961175975839e-10,6.614693751568949e-10,1.4712662106075016e-09,2.868962601222854e-10
15,راس العام عندنا هو سكر نوض ضارب جرجر معاك البوليس كدور ليلة كحلة انا هو داك خونا لي عنذو بحال رأس السنة بحال اي يوم هادو واخا يكون شارع خاوي يعملك لايف يقولك اجواء هادئ مهم هو ينزلو شيحاجة المش ديالك مني كايشوفك كاتغمسي ليه الخبز فالمرقة,TMS,راس العام عندنا هو سكر نوض ضارب جرجر معاك البوليس كدور ليله كحله انا هو داك خونا لي عنذو بحال راس السنه بحال اي يوم هادو واخا يكون شارع خاوي يعملك لايف يقولك اجواء هادئ مهم هو ينزلو شيحاجه المش ديالك مني كايشوفك كاتغمسي ليه الخبز فالمرقه,سكر نوض ضارب جرجر معاك البوليس كدور ليله كحله انا هو داك خونا لي عنذو بحال راس السنه بحال اي يوم هادو واخا يكون شارع خاوي يعملك لايف يقولك اجواء هادئ مهم هو ينزلو شيحاجه المش ديالك مني كايشوفك كاتغمسي ليه الخبز فالمرقه,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,1.477433184434627e-09,3.9721523085952034e-07,4.182634426942656e-10,1.8176521900095174e-09,2.1656509712799332e-09,1.4752005344438485e-09,5.467170995994307e-09,3.2596265805072096e-10,2.3976023403571005e-08,9.161168227724058e-09,1.015348278196714e-09,7.3881036225812206e-09,0.6228195756906109,1.2351624893889901e-08,7.457322069301124e-10,1.0730533191074948e-07,2.9182269732661612e-09,2.271946480981071e-10,1.504344448797022e-08,0.3771789846706314,3.4307853998903916e-09,6.056446748998774e-09,5.477374511542894e-07,3.875458768529449e-09,2.8538504190601524e-07,2.6588103331954246e-09
16,شي طلعة عاوتاني ديال شي اشهار التقرفيدة لي آدات لفقدان الصوسيصة اتولي سميتكوم كاملين ريك ابلاتي تبعو تبعو تا يوقعلك بحالو المدكورة بخير الله ينفعنا بنورها الصاطع العزيزة الغالية نتاع زيكي لحاجة لي مخلياني من لول نفكر فالخدمة فالنيت بعيدا على الطريطوار,TMS,شي طلعه عاوتاني ديال شي اشهار التقرفيده لي ادات لفقدان الصوسيصه اتولي سميتكوم كاملين ريك ابلاتي تبعو تبعو تا يوقعلك بحالو المدكوره بخير الله ينفعنا بنورها الصاطع العزيزه الغاليه نتاع زيكي لحاجه لي مخلياني من لول نفكر فالخدمه فالنيت بعيدا علي الطريطوار,شي اشهار التقرفيده لي ادات لفقدان الصوسيصه اتولي سميتكوم كاملين ريك ابلاتي تبعو تبعو تا يوقعلك بحالو المدكوره بخير الله ينفعنا بنورها الصاطع العزيزه الغاليه نتاع زيكي لحاجه لي مخلياني من لول نفكر فالخدمه فالنيت بعيدا علي الطريطوار,Maghreb,TRI,Libya,Tripoli,Maghreb,Morocco,The Moroccan Show,4.581286590005062e-06,7.006771893917662e-05,2.548782435726349e-07,1.4782764915392157e-05,1.0186079648013742e-05,4.987608548623077e-05,4.498834221293331e-05,3.692466665694396e-06,0.00038829500151087577,4.177769663928544e-05,2.3247161980662105e-05,0.16687993607812082,0.00390843188502703,0.0005045467226817568,2.5005983852444747e-05,0.0005532285267500833,2.360101072430236e-05,5.240162125010685e-07,0.0005577726396875367,0.0013488067313911507,0.0005221705372868839,0.00011289353481065859,0.22248869532810026,1.1327453749815697e-05,0.6024081594101697,3.150658603251216e-06
17,بالنسبالي انسان قاري و مكتابش ليه يخدم خدمة لي كيستاحق و قام باللجوء لخدمة لي حلال باش يعاون راسو و واليديه ، راه يتسحق كل الاحترام و التقدير جيث كون كانت عندو معرفة صحيحة كون راه شاد بوسط مزيان و حتا لي مقاريش يستحق الاحترام الله يعفو علينا من فحال هاد العقليات,TMS,بالنسبالي انسان قاري و مكتابش ليه يخدم خدمه لي كيستاحق و قام باللجوء لخدمه لي حلال باش يعاون راسو و واليديه  راه يتسحق كل الاحترام و التقدير جيث كون كانت عندو معرفه صحيحه كون راه شاد بوسط مزيان و حتا لي مقاريش يستحق الاحترام الله يعفو علينا من فحال هاد العقليات,مكتابش ليه يخدم خدمه لي كيستاحق و قام باللجوء لخدمه لي حلال باش يعاون راسو و واليديه  راه يتسحق كل الاحترام و التقدير جيث كون كانت عندو معرفه صحيحه كون راه شاد بوسط مزيان و حتا لي مقاريش يستحق الاحترام الله يعفو علينا من فحال هاد العقليات,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.2574205755634805e-10,4.5777785363733613e-07,3.224854314625979e-11,4.182965663307264e-10,9.535250239491612e-11,1.7078189944011307e-10,1.6759263991956667e-10,1.3396595475218437e-10,2.0754575733813116e-09,5.613758039880867e-10,3.8917707414299063e-10,1.384677025681456e-09,3.185710362667728e-05,1.8054790431592378e-09,1.8227776274758875e-10,1.8214963603356458e-09,3.495223670443905e-10,3.199249992493789e-11,5.637727261756273e-10,0.9999675813604335,1.8122961416823524e-09,2.7641842376058578e-09,7.029463914434018e-09,6.8881264678608e-09,7.282617508300176e-08,2.1286320250932437e-09
18,أصلا البريكولات فيهم الصرف اكثر من الوظيفة هز بالة ومرمقها تتلصق هادشي علاش حنا مجتمع متخلف لي شاف فك شي شوفة ناقصة برقق موو او كمل خدمتك طيروني وحق رب بهد طرول من حقها غير باش تبين ليهم باللي القراية ضرورية فالحياة يربو في ولادوهم الطبقية ملي هما صغار كونو وعيين ومبعد تناسلو يا بشر,TMS,اصلا البريكولات فيهم الصرف اكثر من الوظيفه هز باله ومرمقها تتلصق هادشي علاش حنا مجتمع متخلف لي شاف فك شي شوفه ناقصه برقق موو او كمل خدمتك طيروني وحق رب بهد طرول من حقها غير باش تبين ليهم باللي القرايه ضروريه فالحياه يربو في ولادوهم الطبقيه ملي هما صغار كونو وعيين ومبعد تناسلو يا بشر,اكثر من الوظيفه هز باله ومرمقها تتلصق هادشي علاش حنا مجتمع متخلف لي شاف فك شي شوفه ناقصه برقق موو او كمل خدمتك طيروني وحق رب بهد طرول من حقها غير باش تبين ليهم باللي القرايه ضروريه فالحياه يربو في ولادوهم الطبقيه ملي هما صغار كونو وعيين ومبعد تناسلو يا بشر,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,3.824464171409736e-07,3.894665366482721e-05,1.8047977591692867e-08,6.249941319172506e-07,2.3697557560457258e-07,1.0653650222788955e-06,7.693047092980975e-07,1.2297575849600746e-07,1.5659905115389746e-05,3.371221982124019e-07,7.305910067251683e-07,0.00104478837076276,0.03215754032917266,7.1453958541446815e-06,2.3503370443203318e-07,6.813621805610532e-07,6.942499125416255e-07,9.390529295488655e-09,4.830002915641046e-06,0.9635326871795525,8.304775004625156e-06,3.006777707787753e-06,9.706071187929968e-06,4.7059101751331134e-05,0.003119519000020816,4.898578165478997e-06
19,وقعات ليا كنت جيت غير نعاون الواليد وانا نسمع نفس العبارة غالبا كتلقاها خدامة فشي سونطر دابيل وكتقول لراجلها شيغي مجتمع مكلخ وغاتكون تا نتا مكلخ الا تسوقتي ليهم ماكانحملش هاد النوع و زيد عليه واحد النوع اخر لي كايقول هاهو راجلك الاستعدادات جارية,TMS,وقعات ليا كنت جيت غير نعاون الواليد وانا نسمع نفس العباره غالبا كتلقاها خدامه فشي سونطر دابيل وكتقول لراجلها شيغي مجتمع مكلخ وغاتكون تا نتا مكلخ الا تسوقتي ليهم ماكانحملش هاد النوع و زيد عليه واحد النوع اخر لي كايقول هاهو راجلك الاستعدادات جاريه,غير نعاون الواليد وانا نسمع نفس العباره غالبا كتلقاها خدامه فشي سونطر دابيل وكتقول لراجلها شيغي مجتمع مكلخ وغاتكون تا نتا مكلخ الا تسوقتي ليهم ماكانحملش هاد النوع و زيد عليه واحد النوع اخر لي كايقول هاهو راجلك الاستعدادات جاريه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7131579412222847e-10,2.2035345528823607e-07,2.6190125630310987e-11,1.565581149631507e-10,6.820849514173802e-11,3.8140366989778313e-10,2.6675119456060753e-10,5.56284528999439e-11,4.130953293937927e-09,2.5298523846563726e-10,2.914269722879149e-10,5.802760346890558e-10,3.8557273132403844e-05,1.3665017167032913e-09,5.121793530196149e-11,6.867531719411081e-10,2.1275126659676533e-10,8.100563788868613e-12,3.336932783823557e-10,0.9999611835878088,4.403914248043728e-10,5.455879159157658e-10,6.759369937404491e-10,2.3312665252854684e-09,2.4633658022731675e-08,1.1180473645936726e-09
20,ادن بنادم من هنا لفوق الخير اللي دير فولادك هو متولدهمش إيلا لا خرجتي من هاد البلاد باش ميديش الدنب فدوك الدراري و شكرا بحال الميدسين المهم لي بغا يتزوج يجمع راسو باش تجي شي أستاذة ولا طبيبة تخطبوا أش هاذ الظلم والسيطرة الذكورية للوظائف العمومية بغينا المناصفة,TMS,ادن بنادم من هنا لفوق الخير اللي دير فولادك هو متولدهمش ايلا لا خرجتي من هاد البلاد باش ميديش الدنب فدوك الدراري و شكرا بحال الميدسين المهم لي بغا يتزوج يجمع راسو باش تجي شي استاذه ولا طبيبه تخطبوا اش هاذ الظلم والسيطره الذكوريه للوظائف العموميه بغينا المناصفه,لفوق الخير اللي دير فولادك هو متولدهمش ايلا لا خرجتي من هاد البلاد باش ميديش الدنب فدوك الدراري و شكرا بحال الميدسين المهم لي بغا يتزوج يجمع راسو باش تجي شي استاذه ولا طبيبه تخطبوا اش هاذ الظلم والسيطره الذكوريه للوظائف العموميه بغينا المناصفه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7036508155973942e-09,4.87047245820642e-06,1.0212307587959723e-11,4.658853223853599e-10,5.3810316377299916e-11,4.3233316211718843e-10,5.639618952476858e-10,7.923855384970357e-11,1.7515759352684564e-09,1.4780816256217892e-10,6.488420268227788e-10,1.6636361814610212e-09,0.0005019659267253931,1.5973613258675027e-09,1.0846563936980645e-10,5.849331128835042e-10,8.723879895846323e-10,2.1034164549229403e-11,5.354727565440269e-10,0.9994931124617912,6.93266880565642e-10,1.0540273624008135e-09,2.465914999259788e-09,1.408464619928266e-08,1.8174017148306367e-08,3.42654303432093e-09
21,ستداتو وعاود حلنهاه صحة ودفلنا فيه ولحد الان باقي ديالنا فيه مغربية الصحراء زعما راني خاتر فالسياسة لي عول على عشا الجيران بايت جيعان بنادم كهضر بحالا الموقف دالمغرب شي حاجة وازنة فهاد العالم شكراً ليك صلاح ماغاديش نساوك الله يا وليدي كيتآنسبيراو من الطواليط أما حمام العيالات بزاف عليهم,TMS,ستداتو وعاود حلنهاه صحه ودفلنا فيه ولحد الان باقي ديالنا فيه مغربيه الصحراء زعما راني خاتر فالسياسه لي عول علي عشا الجيران بايت جيعان بنادم كهضر بحالا الموقف دالمغرب شي حاجه وازنه فهاد العالم شكرا ليك صلاح ماغاديش نساوك الله يا وليدي كيتانسبيراو من الطواليط اما حمام العيالات بزاف عليهم,ودفلنا فيه ولحد الان باقي ديالنا فيه مغربيه الصحراء زعما راني خاتر فالسياسه لي عول علي عشا الجيران بايت جيعان بنادم كهضر بحالا الموقف دالمغرب شي حاجه وازنه فهاد العالم شكرا ليك صلاح ماغاديش نساوك الله يا وليدي كيتانسبيراو من الطواليط اما حمام العيالات بزاف عليهم,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,3.009562108280685e-11,1.2707165027247463e-07,3.768218134343519e-12,6.117032212504325e-11,4.20071005687449e-11,6.535247126064864e-11,2.828350659716045e-11,9.121777729926629e-12,4.4639505324237817e-10,2.7139635633276437e-10,1.0046314008203414e-10,2.1321024830954582e-10,0.00015813479644031497,6.896862406217139e-10,1.5945072450160623e-11,4.17219955487701e-10,2.6341627802673847e-11,5.726337332242313e-12,7.695219712067987e-11,0.9998417163768976,2.390217264188493e-10,8.094140636549313e-11,3.868056060969856e-10,3.2608601486732477e-10,1.8176134033535914e-08,4.288775779793925e-11
22,ومن بعد ملي كايتزوج كايزيد مجال الطبخ وكايدي لقب أحسن والغريب فالأمر لقينا فمعدتها حلويات اللوز والكركاع غريب ممكن كانت فشي حفلة عجيب كل المؤشرات كا دل على أن المجرم حافظ سواريه على الرغم انها من عائلة فقيرة,TMS,ومن بعد ملي كايتزوج كايزيد مجال الطبخ وكايدي لقب احسن والغريب فالامر لقينا فمعدتها حلويات اللوز والكركاع غريب ممكن كانت فشي حفله عجيب كل المؤشرات كا دل علي ان المجرم حافظ سواريه علي الرغم انها من عائله فقيره,كايزيد مجال الطبخ وكايدي لقب احسن والغريب فالامر لقينا فمعدتها حلويات اللوز والكركاع غريب ممكن كانت فشي حفله عجيب كل المؤشرات كا دل علي ان المجرم حافظ سواريه علي الرغم انها من عائله فقيره,Maghreb,TRI,Libya,Tripoli,Maghreb,Morocco,The Moroccan Show,3.889009606192118e-06,1.18425511759921e-05,3.095424562086089e-05,0.00011831913577908362,0.06462298908198004,6.565542731311012e-05,3.8262505195453e-05,1.6456460546557542e-06,0.00033225068519953,0.001514592714305849,2.3309182899807804e-05,0.002510333161879595,0.000164277699159329,0.001296215717681716,4.4495293976570185e-05,0.0005314888203096662,5.16199349990321e-05,1.0910442355557522e-06,0.00010866546252800275,2.7716690307363585e-05,0.00010316524260552897,7.323050520713623e-05,0.0004492016436442035,4.3304171840098465e-06,0.927869532227614,9.259535376448332e-07
23,درية لافاك عامها لخامس واحلة نوض نوض من لكدوب هوما من عامهم لول كيفاليديو كلشي ا بداكشي لي عل بالك ختك معاودا ليك كولشي برافو عليها داكشي علاش فايتا مجرباه مركات عليك نوض على سلامتك واخا أعمي هاني غادا,TMS,دريه لافاك عامها لخامس واحله نوض نوض من لكدوب هوما من عامهم لول كيفاليديو كلشي ا بداكشي لي عل بالك ختك معاودا ليك كولشي برافو عليها داكشي علاش فايتا مجرباه مركات عليك نوض علي سلامتك واخا اعمي هاني غادا,واحله نوض نوض من لكدوب هوما من عامهم لول كيفاليديو كلشي ا بداكشي لي عل بالك ختك معاودا ليك كولشي برافو عليها داكشي علاش فايتا مجرباه مركات عليك نوض علي سلامتك واخا اعمي هاني غادا,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.1191182638406642e-09,5.26364655619025e-07,3.256829855968838e-10,4.2154475484036055e-09,3.4025721544708984e-09,9.109327956650392e-09,3.6832491038928007e-09,8.421073597474879e-10,5.340208117284409e-08,7.702975840249095e-09,5.612487065780229e-09,1.4964881844061073e-08,0.19222494909885324,2.8243025395244994e-08,3.343682138579935e-09,3.096077652625603e-07,1.973748093910297e-09,3.6066438549092313e-10,1.1658419817679992e-08,0.8077695877147236,3.964169350000008e-09,8.300663878438305e-09,5.063259360816126e-09,4.387876735022248e-08,4.363412834061195e-06,5.163483702233937e-08
24,واخا ماقريتش قي لافاك ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم، مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك على واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,TMS,واخا ماقريتش قي لافاك ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك علي واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك علي واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.5245575788145045e-09,1.4583393555528358e-06,8.667335155205797e-11,2.5532261435497485e-09,5.332979386326407e-10,1.178967949482625e-09,6.978079375055008e-10,3.605478062882884e-10,4.0644784454948356e-09,1.2899954463210035e-09,8.393582645327783e-10,1.902816196812286e-09,0.0016206861393472218,2.1566305883651306e-09,1.593787058619878e-09,2.804271355234966e-09,1.4591819693724337e-10,4.134835040956221e-11,5.469373360568463e-10,0.9983777806639414,7.330205901118152e-10,2.5782164489451445e-09,6.862076700837608e-10,4.091184973151967e-09,4.244653439518999e-08,2.001571782912675e-09
25,غباش تدير فبالك هذا ر سميتو الأمر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيرة من شعائر الإسلام كل واحد يدخل سوق راسو و يأمر راسو وينهى و نكونو كاملين مزيانين,TMS,غباش تدير فبالك هذا ر سميتو الامر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيره من شعائر الاسلام كل واحد يدخل سوق راسو و يامر راسو وينهي و نكونو كاملين مزيانين,ر سميتو الامر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيره من شعائر الاسلام كل واحد يدخل سوق راسو و يامر راسو وينهي و نكونو كاملين مزيانين,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,5.110340279197471e-07,0.00013266926862729922,4.518592425735087e-08,1.935492237568164e-06,1.946858300206903e-07,1.4829220871033818e-06,1.793066578311374e-06,6.106104863626438e-07,4.219701180324765e-05,6.435959477395249e-07,1.6662205919035464e-06,3.421758337015888e-06,0.0025621148598648515,3.245958749467309e-06,3.952474388553973e-06,1.1251985906618099e-05,1.1173205700844955e-06,7.166225059722426e-08,3.5474273780451673e-06,0.980854426132735,7.409594504092131e-06,1.67220171292221e-05,7.324329989652813e-06,1.9275352267704818e-05,0.016320072399350134,2.2976324371673234e-06
