,sentence,label,stripped sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis,sentence tokens,length of sentence
10,"وتعهد ترامب بدعم منافسين لماكونيل في الانتخابات التمهيدية للحزب الجمهوري عندما يكون الأمر مواتيا، إضافة إلى دعم مرشحي الحزب ممن يعملون بأجندة ""أميركا أولا"" التي رفعها. وأضاف ماكونيل أن ""هؤلاء المجرمين كانوا يحملون راياته، يعلقون أعلامه ويصرخون بالولاء له""، واصفا تصرفات ترامب التي أدت إلى ذلك الاعتداء بأنها ""تقصير مشين في أداء الواجب"".",JAZ,وتعهد ترامب بدعم منافسين لماكونيل في الانتخابات التمهيدية للحزب الجمهوري عندما يكون الأمر مواتيا إضافة إلى دعم مرشحي الحزب ممن يعملون بأجندة أميركا أولا التي رفعها وأضاف ماكونيل أن هؤلاء المجرمين كانوا يحملون راياته يعلقون أعلامه ويصرخون بالولاء له واصفا تصرفات ترامب التي أدت إلى ذلك الاعتداء بأنها تقصير مشين في أداء الواجب,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.174649767424432e-09,6.386888605792637e-08,9.185420677910836e-10,1.2368343448318418e-08,6.488441698939055e-10,1.1111006358743162e-08,2.0527873707469883e-09,1.1504381593060847e-09,1.1474892766459359e-08,6.407181109149876e-09,2.153351340918549e-08,1.8743202344880613e-09,7.948094921699596e-09,8.98563653258772e-09,2.993434300387873e-09,2.6219038031573446e-06,8.77552074729299e-10,0.988344654260238,0.01165240575343249,5.675408325942643e-10,1.4167194441138398e-07,3.5208692812625996e-09,1.004302413100544e-08,8.199888609096185e-10,1.7449326834848578e-09,1.32610338767548e-09,"['وتعهد', 'ترامب', 'بدعم', 'منافسين', 'لماكونيل', 'في', 'الانتخابات', 'التمهيدية', 'للحزب', 'الجمهوري', 'عندما', 'يكون', 'الأمر', 'مواتيا', 'إضافة', 'إلى', 'دعم', 'مرشحي', 'الحزب', 'ممن', 'يعملون', 'بأجندة', 'أميركا', 'أولا', 'التي', 'رفعها', 'وأضاف', 'ماكونيل', 'أن', 'هؤلاء', 'المجرمين', 'كانوا', 'يحملون', 'راياته', 'يعلقون', 'أعلامه', 'ويصرخون', 'بالولاء', 'له', 'واصفا', 'تصرفات', 'ترامب', 'التي', 'أدت', 'إلى', 'ذلك', 'الاعتداء', 'بأنها', 'تقصير', 'مشين', 'في', 'أداء', 'الواجب']",53
11,ورغم ذلك فإن ماكونيل قال إنه صوت لتبرئة ترامب من تهمة التحريض على التمرد، لأنه من غير الدستوري برأيه أن يحاكم رئيس في مجلس الشيوخ بعد تركه منصبه. ويعكس هذا الطلاق العلني بين الرجلين الانقسامات العميقة التي يتخبط فيها الحزب الجمهوري حاليا.,JAZ,ورغم ذلك فإن ماكونيل قال إنه صوت لتبرئة ترامب من تهمة التحريض على التمرد لأنه من غير الدستوري برأيه أن يحاكم رئيس في مجلس الشيوخ بعد تركه منصبه ويعكس هذا الطلاق العلني بين الرجلين الانقسامات العميقة التي يتخبط فيها الحزب الجمهوري حاليا,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.56958972078379e-10,4.035888082709097e-08,1.3637957072460594e-09,1.238714014326716e-08,1.0961313812418193e-09,1.8003908599450895e-08,1.6388372247834915e-09,1.771165284586493e-10,6.599650959578438e-09,3.2245629258882398e-09,3.967986971065036e-09,1.147231303233013e-09,2.746625416486401e-09,8.441615379539092e-09,6.182741173384495e-10,4.0469876947118675e-07,1.5457480018356647e-09,0.9998779846058095,0.0001210081161525973,3.7624866797797616e-10,4.2291538468705e-07,1.8437675197519747e-09,6.949194907950103e-08,1.109927059887941e-09,2.3947899168253985e-09,4.727372087434543e-10,"['ورغم', 'ذلك', 'فإن', 'ماكونيل', 'قال', 'إنه', 'صوت', 'لتبرئة', 'ترامب', 'من', 'تهمة', 'التحريض', 'على', 'التمرد', 'لأنه', 'من', 'غير', 'الدستوري', 'برأيه', 'أن', 'يحاكم', 'رئيس', 'في', 'مجلس', 'الشيوخ', 'بعد', 'تركه', 'منصبه', 'ويعكس', 'هذا', 'الطلاق', 'العلني', 'بين', 'الرجلين', 'الانقسامات', 'العميقة', 'التي', 'يتخبط', 'فيها', 'الحزب', 'الجمهوري', 'حاليا']",42
12,"وأكد تومسون في شكواه -التي قدمها لمحكمة فدرالية في واشنطن- أن الهجوم على الكابيتول -الذي أدى إلى مقتل 5 أشخاص- نشأ من ""مشروع مشترك كان المتهمون يواصلون (العمل عليه) منذ الانتخابات"" الرئاسية التي أجريت في 3 نوفمبر/تشرين الثاني 2020.",JAZ,وأكد تومسون في شكواه التي قدمها لمحكمة فدرالية في واشنطن أن الهجوم على الكابيتول الذي أدى إلى مقتل 5 أشخاص نشأ من مشروع مشترك كان المتهمون يواصلون العمل عليه منذ الانتخابات الرئاسية التي أجريت في 3 نوفمبرتشرين الثاني 2020,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.07867286714434e-10,6.581407870382325e-08,9.278628633572336e-10,6.2235633905815336e-09,1.6463624216240245e-09,4.072908049958024e-09,8.18045052956302e-10,1.3508283409666937e-10,1.4708661306489871e-08,3.2899617682190834e-09,1.7073966374422128e-09,2.5027715605433513e-09,5.240441618669091e-09,7.920319502354007e-09,2.306897065048884e-09,6.304795633537798e-07,2.1365055218193955e-10,0.9998509874777857,0.00014807179591949107,5.646461905047471e-10,1.6845605045073737e-07,3.3055506432907916e-09,1.6280853288606262e-08,1.036441504489934e-09,1.398767858400193e-09,7.685508968341313e-10,"['وأكد', 'تومسون', 'في', 'شكواه', 'التي', 'قدمها', 'لمحكمة', 'فدرالية', 'في', 'واشنطن', 'أن', 'الهجوم', 'على', 'الكابيتول', 'الذي', 'أدى', 'إلى', 'مقتل', '5', 'أشخاص', 'نشأ', 'من', 'مشروع', 'مشترك', 'كان', 'المتهمون', 'يواصلون', 'العمل', 'عليه', 'منذ', 'الانتخابات', 'الرئاسية', 'التي', 'أجريت', 'في', '3', 'نوفمبرتشرين', 'الثاني', '2020']",39
13,"وتعرض الرئيس الصيني شي جين بينغ لانتقادات عالمية لاحتجازه أقلية الإيغور في معسكرات اعتقال، بالإضافة إلى انتهاكات أخرى لحقوق الإنسان. وقال بايدن بعد إلحاح عليه بشأن القضية خلال اللقاء ""حسنا، ستكون هناك تداعيات على الصين وهو يعلم ذلك""، في إشارة إلى الرئيس الصيني.",JAZ,وتعرض الرئيس الصيني شي جين بينغ لانتقادات عالمية لاحتجازه أقلية الإيغور في معسكرات اعتقال بالإضافة إلى انتهاكات أخرى لحقوق الإنسان وقال بايدن بعد إلحاح عليه بشأن القضية خلال اللقاء حسنا ستكون هناك تداعيات على الصين وهو يعلم ذلك في إشارة إلى الرئيس الصيني,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.8831110240157457e-09,2.0572882656819848e-08,7.833565140355676e-10,4.360189973070913e-09,1.3404384532603567e-09,3.1169574238981098e-09,4.685085368218085e-10,1.4234315483692461e-10,7.986672159197758e-09,1.319902131807316e-09,4.2923920325990255e-09,6.728617339926904e-10,8.060960532598087e-09,4.639119127215042e-09,5.514835003438244e-10,3.7095414268887126e-07,2.2136330621056664e-10,0.9957940335952027,0.004205405310782123,6.785432843748368e-10,1.2379600795638927e-07,1.4286683407813778e-09,3.2557509589123884e-09,1.5892173022603833e-10,1.6495141424662166e-10,2.4448636711258696e-10,"['وتعرض', 'الرئيس', 'الصيني', 'شي', 'جين', 'بينغ', 'لانتقادات', 'عالمية', 'لاحتجازه', 'أقلية', 'الإيغور', 'في', 'معسكرات', 'اعتقال', 'بالإضافة', 'إلى', 'انتهاكات', 'أخرى', 'لحقوق', 'الإنسان', 'وقال', 'بايدن', 'بعد', 'إلحاح', 'عليه', 'بشأن', 'القضية', 'خلال', 'اللقاء', 'حسنا', 'ستكون', 'هناك', 'تداعيات', 'على', 'الصين', 'وهو', 'يعلم', 'ذلك', 'في', 'إشارة', 'إلى', 'الرئيس', 'الصيني']",43
14,"وعبر بايدن أيضا عن قلقه بشأن الممارسات التجارية ""القسرية وغير العادلة"" التي تقوم بها بكين، وبشأن قضايا حقوقية مثل حملتها في هونغ كونغ واعتقالات شينجيانغ وغيرها من الإجراءات في آسيا، بما في ذلك تجاه تايوان التي تقول الصين إنها جزء من أراضيها.",JAZ,وعبر بايدن أيضا عن قلقه بشأن الممارسات التجارية القسرية وغير العادلة التي تقوم بها بكين وبشأن قضايا حقوقية مثل حملتها في هونغ كونغ واعتقالات شينجيانغ وغيرها من الإجراءات في آسيا بما في ذلك تجاه تايوان التي تقول الصين إنها جزء من أراضيها,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.9930495914390934e-09,1.7844726695866846e-08,5.084652285481977e-10,4.658887242114325e-09,8.156848772031712e-10,7.639800147892692e-09,1.5140938539473099e-09,3.630937620792386e-10,1.789814950311447e-08,2.8498925564301397e-09,9.219405225197842e-09,3.5571621719432864e-09,5.760646132653567e-09,1.2359735043072174e-08,1.0217132619645221e-09,5.560833969322121e-07,2.664859445448562e-09,0.9990325704078383,0.0009661371099689352,5.181680784071845e-10,6.050515100809867e-07,2.4375935992880783e-09,3.3792762940613386e-08,5.046292499737077e-10,2.071249663845193e-09,3.5351752740197536e-10,"['وعبر', 'بايدن', 'أيضا', 'عن', 'قلقه', 'بشأن', 'الممارسات', 'التجارية', 'القسرية', 'وغير', 'العادلة', 'التي', 'تقوم', 'بها', 'بكين', 'وبشأن', 'قضايا', 'حقوقية', 'مثل', 'حملتها', 'في', 'هونغ', 'كونغ', 'واعتقالات', 'شينجيانغ', 'وغيرها', 'من', 'الإجراءات', 'في', 'آسيا', 'بما', 'في', 'ذلك', 'تجاه', 'تايوان', 'التي', 'تقول', 'الصين', 'إنها', 'جزء', 'من', 'أراضيها']",42
15,ويحتدم الخلاف بين البلدين بشأن عدة قضايا، مثل التكنولوجيا وحقوق الإنسان والأنشطة العسكرية الصينية في منطقة بحر جنوب الصين المتنازع عليها، حيث يتبادل البلدان الاتهامات بتعمد انتهاج سلوك استفزازي.,JAZ,ويحتدم الخلاف بين البلدين بشأن عدة قضايا مثل التكنولوجيا وحقوق الإنسان والأنشطة العسكرية الصينية في منطقة بحر جنوب الصين المتنازع عليها حيث يتبادل البلدان الاتهامات بتعمد انتهاج سلوك استفزازي,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.2416817331850773e-05,3.700829842862082e-05,1.5110216797825773e-06,0.0001169905616551859,1.2166515202147566e-05,7.178815715119665e-05,0.00021436944175520168,6.195070733263322e-06,0.00043326803215238736,2.6740034560989638e-05,0.00010371776634968903,0.004691135864933688,2.510096654831704e-05,0.0008028053357195985,0.00010535002821556137,0.00034058274874457857,6.873403517475806e-06,0.0002842047571788231,0.9319317875860677,2.395542489403585e-07,0.05989797510969521,0.0005803641073753283,0.0002568733958335905,5.375893554064849e-06,2.3318096063757575e-05,1.8414353031463952e-06,"['ويحتدم', 'الخلاف', 'بين', 'البلدين', 'بشأن', 'عدة', 'قضايا', 'مثل', 'التكنولوجيا', 'وحقوق', 'الإنسان', 'والأنشطة', 'العسكرية', 'الصينية', 'في', 'منطقة', 'بحر', 'جنوب', 'الصين', 'المتنازع', 'عليها', 'حيث', 'يتبادل', 'البلدان', 'الاتهامات', 'بتعمد', 'انتهاج', 'سلوك', 'استفزازي']",29
16,"فقد أراد حزب ""الجمهوريون"" اليميني حظر الحجاب في الجامعات، وقال دايمان أباد زعيم الكتلة البرلمانية للحزب التي صوتت بشبه إجماع ضد المشروع إن النص ""فاتر ومائع""، ولا يتطرق إلى مواضيع مثل ""تدفق المهاجرين والتطرف في الجامعات والمدارس والسجون والرياضة"".",JAZ,فقد أراد حزب الجمهوريون اليميني حظر الحجاب في الجامعات وقال دايمان أباد زعيم الكتلة البرلمانية للحزب التي صوتت بشبه إجماع ضد المشروع إن النص فاتر ومائع ولا يتطرق إلى مواضيع مثل تدفق المهاجرين والتطرف في الجامعات والمدارس والسجون والرياضة,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,5.127772292026127e-07,1.686363251144519e-05,7.749817280002673e-08,1.420015253429871e-06,1.3010761512562067e-07,5.932250188307157e-07,3.7879697437359766e-07,5.262193460203506e-08,1.2120964811869491e-06,9.111361934165554e-07,9.97376419461154e-07,6.808837256754045e-06,5.542378479284087e-07,1.3339692099681367e-05,5.808002367481133e-07,8.850484815437867e-05,4.073240432583901e-08,0.06280495861191414,0.9368303498415479,1.0681597331934209e-08,0.00022902751500601527,1.1913952630741448e-06,1.053763733412409e-06,1.632046087615963e-07,1.7376975781928107e-07,9.278476775996636e-08,"['فقد', 'أراد', 'حزب', 'الجمهوريون', 'اليميني', 'حظر', 'الحجاب', 'في', 'الجامعات', 'وقال', 'دايمان', 'أباد', 'زعيم', 'الكتلة', 'البرلمانية', 'للحزب', 'التي', 'صوتت', 'بشبه', 'إجماع', 'ضد', 'المشروع', 'إن', 'النص', 'فاتر', 'ومائع', 'ولا', 'يتطرق', 'إلى', 'مواضيع', 'مثل', 'تدفق', 'المهاجرين', 'والتطرف', 'في', 'الجامعات', 'والمدارس', 'والسجون', 'والرياضة']",39
17,"ويجرم النص النزعات ""الانعزالية""، ويفرض رقابة صارمة على أنشطة الجمعيات الدينية والثقافية، كما يشدد على مبدأ ""الحياد الديني"" لموظفي القطاع العام. ومن المقرر أن يحال القانون إلى النقاش في مجلس الشيوخ في أبريل/نيسان المقبل.",JAZ,ويجرم النص النزعات الانعزالية ويفرض رقابة صارمة على أنشطة الجمعيات الدينية والثقافية كما يشدد على مبدأ الحياد الديني لموظفي القطاع العام ومن المقرر أن يحال القانون إلى النقاش في مجلس الشيوخ في أبريلنيسان المقبل,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.446162304933199e-08,1.376249476604868e-06,2.789363668320891e-09,1.4256961951549806e-07,7.116576452774929e-09,2.675600578809727e-08,1.2810479298144985e-08,2.179785853382651e-09,3.5075300345804294e-07,9.632735419499457e-09,6.999423122551558e-08,6.512286945135425e-08,1.2405970184042833e-07,4.395595134316575e-07,8.648550129776526e-08,1.2499625907559162e-05,3.3692312362011913e-09,0.024597989505569226,0.9753824863259659,4.805432955237799e-09,3.909667823001826e-06,2.729136442780255e-07,7.960843374419071e-08,8.504810583746288e-09,7.70713748607695e-09,7.425557808099004e-09,"['ويجرم', 'النص', 'النزعات', 'الانعزالية', 'ويفرض', 'رقابة', 'صارمة', 'على', 'أنشطة', 'الجمعيات', 'الدينية', 'والثقافية', 'كما', 'يشدد', 'على', 'مبدأ', 'الحياد', 'الديني', 'لموظفي', 'القطاع', 'العام', 'ومن', 'المقرر', 'أن', 'يحال', 'القانون', 'إلى', 'النقاش', 'في', 'مجلس', 'الشيوخ', 'في', 'أبريلنيسان', 'المقبل']",34
18,وتابعت أنه بمجرد أن تصبح واشنطن وطهران طرفين في الاتفاق مرة أخرى فسيكون فريق بايدن في وضع يسمح له بالنهوض ببنود أخرى من جدول الأعمال مع طهران، وتحديدا الإجراءات التي يتخذانها في اليمن وأماكن أخرى في المنطقة التي تثير القلق في دول مثل المملكة العربية السعودية.,JAZ,وتابعت أنه بمجرد أن تصبح واشنطن وطهران طرفين في الاتفاق مرة أخرى فسيكون فريق بايدن في وضع يسمح له بالنهوض ببنود أخرى من جدول الأعمال مع طهران وتحديدا الإجراءات التي يتخذانها في اليمن وأماكن أخرى في المنطقة التي تثير القلق في دول مثل المملكة العربية السعودية,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.4101917607027606e-10,1.2928847403355263e-08,8.410124982422455e-10,2.3782116174229324e-09,1.7322195761132798e-09,8.45242854752439e-10,1.1585485107543177e-10,5.871404968540081e-11,2.78691184102101e-08,2.169812327609588e-09,1.580735593802867e-09,4.019329714977762e-10,2.9184763330852456e-09,2.141055996158309e-09,6.65854967033871e-10,3.409889947325512e-07,6.918557999488327e-11,0.9999540412736934,4.5478684471169414e-05,1.6228081196588085e-10,7.828172043286719e-08,3.665763747624679e-10,2.419806964201147e-09,7.96765762555508e-11,2.397537534909841e-10,3.4573174865161246e-10,"['وتابعت', 'أنه', 'بمجرد', 'أن', 'تصبح', 'واشنطن', 'وطهران', 'طرفين', 'في', 'الاتفاق', 'مرة', 'أخرى', 'فسيكون', 'فريق', 'بايدن', 'في', 'وضع', 'يسمح', 'له', 'بالنهوض', 'ببنود', 'أخرى', 'من', 'جدول', 'الأعمال', 'مع', 'طهران', 'وتحديدا', 'الإجراءات', 'التي', 'يتخذانها', 'في', 'اليمن', 'وأماكن', 'أخرى', 'في', 'المنطقة', 'التي', 'تثير', 'القلق', 'في', 'دول', 'مثل', 'المملكة', 'العربية', 'السعودية']",46
19,"واعتبر الموقع أنه من المفارقة أن عبادي ذكر سببا آخر مفاجئا وهو أن الخليج سيصبح -وفقا لتوقعاته- ""ملاذا آمنا"" لليهود الفارين من معاداة السامية المتزايدة في الغرب، وذلك بالنظر للحوادث المتعلقة بمعاداة السامية في أوروبا والولايات المتحدة والتي قال إن أعدادها في تزايد.",JAZ,واعتبر الموقع أنه من المفارقة أن عبادي ذكر سببا آخر مفاجئا وهو أن الخليج سيصبح وفقا لتوقعاته ملاذا آمنا لليهود الفارين من معاداة السامية المتزايدة في الغرب وذلك بالنظر للحوادث المتعلقة بمعاداة السامية في أوروبا والولايات المتحدة والتي قال إن أعدادها في تزايد,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.195664533463676e-08,9.011589870747332e-08,1.0458982230285255e-08,8.549205597734023e-08,1.3589341175079726e-08,8.860636080345933e-09,2.236500603658567e-09,1.1352962808590115e-09,5.8844193050694696e-08,3.2020246666400555e-08,2.7693213162475485e-08,6.8317051442098894e-09,1.8909974180726937e-08,3.4637061081161106e-08,5.6489661130266915e-09,0.0009005995328182521,5.901524518024216e-10,0.999018882220461,7.981307016124521e-05,1.1149395078778261e-09,2.4427433919455745e-07,6.846288801138766e-09,3.636092927853382e-08,2.0426546182998987e-09,4.421230156605117e-09,1.095309548939475e-09,"['واعتبر', 'الموقع', 'أنه', 'من', 'المفارقة', 'أن', 'عبادي', 'ذكر', 'سببا', 'آخر', 'مفاجئا', 'وهو', 'أن', 'الخليج', 'سيصبح', 'وفقا', 'لتوقعاته', 'ملاذا', 'آمنا', 'لليهود', 'الفارين', 'من', 'معاداة', 'السامية', 'المتزايدة', 'في', 'الغرب', 'وذلك', 'بالنظر', 'للحوادث', 'المتعلقة', 'بمعاداة', 'السامية', 'في', 'أوروبا', 'والولايات', 'المتحدة', 'والتي', 'قال', 'إن', 'أعدادها', 'في', 'تزايد']",43
20,"وقال نونو لهيئة البث ""الهدف هو توحيد موارد المجتمعات، مثل طعام الكوشر الحلال (وفق الشريعة اليهودية) وكذلك المساعدات الدينية، والدفن وغيرها من الأمور"". وكانت الإمارات والبحرين قد وقعتا العام الماضي اتفاقيتين من أجل تطبيع العلاقات مع إسرائيل.",JAZ,وقال نونو لهيئة البث الهدف هو توحيد موارد المجتمعات مثل طعام الكوشر الحلال وفق الشريعة اليهودية وكذلك المساعدات الدينية والدفن وغيرها من الأمور وكانت الإمارات والبحرين قد وقعتا العام الماضي اتفاقيتين من أجل تطبيع العلاقات مع إسرائيل,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.37328387636664e-09,1.9586339059838947e-08,3.9204215749594895e-10,4.587885493047911e-09,6.221320831480548e-10,9.739347426542952e-09,4.183353265705303e-09,4.116067867275372e-10,1.0696883614730953e-08,7.000144514607835e-10,3.931402229350393e-09,6.688666979191155e-09,3.4775667312721923e-09,1.1331472231542551e-08,4.577011521666714e-09,2.3677772167862014e-07,3.909910260494701e-09,0.9999867165853166,1.178435736074477e-05,2.416708931944601e-10,1.1448295368319416e-06,7.48076377096629e-09,1.8994486189458484e-08,2.764821972825715e-10,1.0023343871286157e-09,2.4540866739474136e-10,"['وقال', 'نونو', 'لهيئة', 'البث', 'الهدف', 'هو', 'توحيد', 'موارد', 'المجتمعات', 'مثل', 'طعام', 'الكوشر', 'الحلال', 'وفق', 'الشريعة', 'اليهودية', 'وكذلك', 'المساعدات', 'الدينية', 'والدفن', 'وغيرها', 'من', 'الأمور', 'وكانت', 'الإمارات', 'والبحرين', 'قد', 'وقعتا', 'العام', 'الماضي', 'اتفاقيتين', 'من', 'أجل', 'تطبيع', 'العلاقات', 'مع', 'إسرائيل']",37
21,جاء ذلك في أول اجتماع لمجلس الوزراء في العام الجاري. وكان الجانبان قد وقعا في البيت الأبيض منتصف سبتمبر/أيلول الماضي اتفاقية لتطبيع العلاقات، برعاية الرئيس الأميركي السابق دونالد ترامب.,JAZ,جاء ذلك في أول اجتماع لمجلس الوزراء في العام الجاري وكان الجانبان قد وقعا في البيت الأبيض منتصف سبتمبرأيلول الماضي اتفاقية لتطبيع العلاقات برعاية الرئيس الأميركي السابق دونالد ترامب,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.8074751007488181e-06,9.747088362589074e-06,1.9821323337505743e-07,1.1309851033228416e-05,4.017560903365643e-06,3.919369641713095e-06,3.1353457736805785e-06,6.592250030442772e-07,2.0036968335717094e-05,8.660687560037749e-06,8.619274426121945e-06,5.3853313629638056e-05,6.587427982118064e-07,0.0002761643439853852,6.67920064564099e-06,0.0037655516287780303,3.0761631669128516e-07,0.009609966528680727,0.9690801548121817,5.574188015889192e-08,0.01709793766920566,8.600059537914076e-06,2.5315335677785573e-05,4.383933918492694e-07,1.774182708759449e-06,4.313712080059261e-07,"['جاء', 'ذلك', 'في', 'أول', 'اجتماع', 'لمجلس', 'الوزراء', 'في', 'العام', 'الجاري', 'وكان', 'الجانبان', 'قد', 'وقعا', 'في', 'البيت', 'الأبيض', 'منتصف', 'سبتمبرأيلول', 'الماضي', 'اتفاقية', 'لتطبيع', 'العلاقات', 'برعاية', 'الرئيس', 'الأميركي', 'السابق', 'دونالد', 'ترامب']",29
22,وقال مستشار الأمن القومي الأميركي جيك سوليفان -في بيان صدر اليوم الأحد- إنه أخبر نظيره الإسرائيلي مائير بن شبات في اتصال هاتفي جرى أمس، أن إدارة الرئيس جو بايدن ستعمل عن كثب مع إسرائيل بشأن الأمن وتطبيع العلاقات في الشرق الأوسط.,JAZ,وقال مستشار الأمن القومي الأميركي جيك سوليفان في بيان صدر اليوم الأحد إنه أخبر نظيره الإسرائيلي مائير بن شبات في اتصال هاتفي جرى أمس أن إدارة الرئيس جو بايدن ستعمل عن كثب مع إسرائيل بشأن الأمن وتطبيع العلاقات في الشرق الأوسط,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.6680481669347904e-07,5.735416755119058e-07,3.200008085487564e-08,1.8798953221562343e-06,2.9221868489659334e-08,7.387984408072695e-08,9.279461388658875e-09,1.0383665485689428e-07,5.315960833628071e-07,1.0290557121561085e-07,5.044899909923407e-07,1.8090200348153387e-06,5.873931510681122e-08,2.9499837208310744e-07,1.2259872693565993e-06,2.562917489366945e-05,3.576810378029022e-09,0.9862952592694596,0.013668687366138833,3.4944884526372407e-09,2.6987898040773474e-06,1.3852606575730696e-07,1.2727219927882147e-07,1.7149049387845224e-09,5.0130821762406143e-08,4.4880523543008e-09,"['وقال', 'مستشار', 'الأمن', 'القومي', 'الأميركي', 'جيك', 'سوليفان', 'في', 'بيان', 'صدر', 'اليوم', 'الأحد', 'إنه', 'أخبر', 'نظيره', 'الإسرائيلي', 'مائير', 'بن', 'شبات', 'في', 'اتصال', 'هاتفي', 'جرى', 'أمس', 'أن', 'إدارة', 'الرئيس', 'جو', 'بايدن', 'ستعمل', 'عن', 'كثب', 'مع', 'إسرائيل', 'بشأن', 'الأمن', 'وتطبيع', 'العلاقات', 'في', 'الشرق', 'الأوسط']",41
23,وأشار مراسل الجزيرة في واشنطن أحمد هزيم إلى شهادة وزير الخارجية الأميركي الجديد أنتوني بلينكن أمام مجلس الشيوخ ضمن إجراءات المصادقة على تعيينه، حيث قال إن الإدارة الجديدة ستعمل ببطء لإعادة بناء الثقة بين طرفي النزاع، لتصل بعد ذلك إلى خطة أو مقترح لإطلاق المفاوضات.,JAZ,وأشار مراسل الجزيرة في واشنطن أحمد هزيم إلى شهادة وزير الخارجية الأميركي الجديد أنتوني بلينكن أمام مجلس الشيوخ ضمن إجراءات المصادقة على تعيينه حيث قال إن الإدارة الجديدة ستعمل ببطء لإعادة بناء الثقة بين طرفي النزاع لتصل بعد ذلك إلى خطة أو مقترح لإطلاق المفاوضات,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.0697550878267897e-09,4.801893145792706e-08,9.08629973266353e-09,5.2644291332317085e-09,6.401756129119111e-10,1.547293195049674e-09,5.086085322371946e-10,1.0452832658462305e-09,3.4629122504138834e-09,1.915095984641558e-09,6.898934575046531e-09,4.424356437595654e-10,3.893418303277431e-09,6.4338351532286045e-09,5.151380090585921e-10,4.548638917819474e-05,1.4247761156009364e-10,0.9997779747502414,0.00017638128046363791,2.5565081133772867e-10,6.138502261286184e-08,1.4785276452920481e-09,2.248104611370035e-09,6.654186816095619e-11,1.1087159384894692e-10,1.5037397224263398e-10,"['وأشار', 'مراسل', 'الجزيرة', 'في', 'واشنطن', 'أحمد', 'هزيم', 'إلى', 'شهادة', 'وزير', 'الخارجية', 'الأميركي', 'الجديد', 'أنتوني', 'بلينكن', 'أمام', 'مجلس', 'الشيوخ', 'ضمن', 'إجراءات', 'المصادقة', 'على', 'تعيينه', 'حيث', 'قال', 'إن', 'الإدارة', 'الجديدة', 'ستعمل', 'ببطء', 'لإعادة', 'بناء', 'الثقة', 'بين', 'طرفي', 'النزاع', 'لتصل', 'بعد', 'ذلك', 'إلى', 'خطة', 'أو', 'مقترح', 'لإطلاق', 'المفاوضات']",45
