,sentence,label,badspelling sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
10,"وتعهد ترامب بدعم منافسين لماكونيل في الانتخابات التمهيدية للحزب الجمهوري عندما يكون الأمر مواتيا، إضافة إلى دعم مرشحي الحزب ممن يعملون بأجندة ""أميركا أولا"" التي رفعها. وأضاف ماكونيل أن ""هؤلاء المجرمين كانوا يحملون راياته، يعلقون أعلامه ويصرخون بالولاء له""، واصفا تصرفات ترامب التي أدت إلى ذلك الاعتداء بأنها ""تقصير مشين في أداء الواجب"".",JAZ,وتعهد ترامب بدعم منافسين لماكونيل في الانتخابات التمهيديه للحزب الجمهوري عندما يكون الامر مواتيا اضافه الي دعم مرشحي الحزب ممن يعملون باجنده اميركا اولا التي رفعها واضاف ماكونيل ان هؤلاء المجرمين كانوا يحملون راياته يعلقون اعلامه ويصرخون بالولاء له واصفا تصرفات ترامب التي ادت الي ذلك الاعتداء بانها تقصير مشين في اداء الواجب,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,7.933349722174182e-07,1.5950403774022353e-05,1.6714676993766115e-07,4.107883352343172e-06,8.536729252260135e-07,9.813002746426723e-05,3.835587259916706e-05,6.157100204510767e-07,3.3665656654580324e-05,9.507534804384342e-06,6.278287373268367e-06,9.568846438082431e-06,6.023517442496903e-06,1.7143196012271554e-05,1.5141085181174092e-06,0.00020355398520078782,4.1318090298090646e-05,0.003919304351217398,0.9952301689174624,5.382524748280871e-07,0.00015826799985989043,1.4465062587143707e-05,0.00012109596554194711,1.4570840020674974e-05,5.164550930514582e-05,2.3958269108031876e-06
11,ورغم ذلك فإن ماكونيل قال إنه صوت لتبرئة ترامب من تهمة التحريض على التمرد، لأنه من غير الدستوري برأيه أن يحاكم رئيس في مجلس الشيوخ بعد تركه منصبه. ويعكس هذا الطلاق العلني بين الرجلين الانقسامات العميقة التي يتخبط فيها الحزب الجمهوري حاليا.,JAZ,ورغم ذلك فان ماكونيل قال انه صوت لتبرئه ترامب من تهمه التحريض علي التمرد لانه من غير الدستوري برايه ان يحاكم رئيس في مجلس الشيوخ بعد تركه منصبه ويعكس هذا الطلاق العلني بين الرجلين الانقسامات العميقه التي يتخبط فيها الحزب الجمهوري حاليا,Maghreb,TRI,Libya,Tripoli,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.394605679013863e-07,4.46925608519825e-06,7.77838165320165e-08,4.444434035004213e-06,8.682632049408755e-07,2.577174455851854e-05,8.825799913803169e-06,7.11654310071686e-08,9.978861526737787e-05,7.230586438318312e-06,1.1536863825017427e-06,2.80891297167741e-05,2.058836372781629e-07,8.594474305588657e-05,1.51147621815056e-06,8.632804452512797e-05,2.405178669162573e-05,0.0009032570932495336,0.0041398866896930385,3.4002628470666256e-08,0.06587878964146848,5.974217082565703e-06,0.36004410692006517,2.31539655408846e-06,0.5686462980099025,2.661698100775343e-07
12,"وأكد تومسون في شكواه -التي قدمها لمحكمة فدرالية في واشنطن- أن الهجوم على الكابيتول -الذي أدى إلى مقتل 5 أشخاص- نشأ من ""مشروع مشترك كان المتهمون يواصلون (العمل عليه) منذ الانتخابات"" الرئاسية التي أجريت في 3 نوفمبر/تشرين الثاني 2020.",JAZ,واكد تومسون في شكواه التي قدمها لمحكمه فدراليه في واشنطن ان الهجوم علي الكابيتول الذي ادي الي مقتل 5 اشخاص نشا من مشروع مشترك كان المتهمون يواصلون العمل عليه منذ الانتخابات الرئاسيه التي اجريت في 3 نوفمبرتشرين الثاني 2020,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.6723386778881968e-08,1.1184685101510784e-06,1.6912703314288502e-09,1.7605687557929538e-07,5.745811947048181e-08,1.6750767190550152e-06,7.376167241808279e-07,8.700083081570797e-09,9.8793439615515e-06,4.40316832643768e-07,6.357159616830134e-08,5.107394562998645e-06,1.132968922968071e-07,4.520715281909807e-06,1.342056526110491e-07,2.565231411742678e-05,1.7253652324346495e-07,0.03417072995325472,0.9656167755855487,9.728823472052347e-09,5.238735652674182e-05,1.476735794922817e-06,1.7248212183661007e-05,1.0008590999725867e-06,9.041531799463855e-05,7.07636635501372e-08
13,"وتعرض الرئيس الصيني شي جين بينغ لانتقادات عالمية لاحتجازه أقلية الإيغور في معسكرات اعتقال، بالإضافة إلى انتهاكات أخرى لحقوق الإنسان. وقال بايدن بعد إلحاح عليه بشأن القضية خلال اللقاء ""حسنا، ستكون هناك تداعيات على الصين وهو يعلم ذلك""، في إشارة إلى الرئيس الصيني.",JAZ,وتعرض الرئيس الصيني شي جين بينغ لانتقادات عالميه لاحتجازه اقليه الايغور في معسكرات اعتقال بالاضافه الي انتهاكات اخري لحقوق الانسان وقال بايدن بعد الحاح عليه بشان القضيه خلال اللقاء حسنا ستكون هناك تداعيات علي الصين وهو يعلم ذلك في اشاره الي الرئيس الصيني,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.4019243917661621e-05,2.9018965741243742e-05,3.945143217642528e-07,3.389779492858886e-05,1.6469919341471167e-05,0.0016877078331015334,0.0013431437487467512,1.9852773300066395e-06,0.0014174212569842194,3.7804969425351665e-05,4.5888060892987326e-05,0.00020680986211887875,1.0573935758100456e-05,0.00037913102974488673,7.41501746518612e-05,0.0020722209855986522,0.2359404721398124,0.0012733943870638902,0.7295996012467848,1.655034689288941e-06,0.004378241926203271,0.00033511399211212965,0.002378117906783795,7.656586262591271e-05,0.018642666230605693,3.533700715005545e-06
14,"وعبر بايدن أيضا عن قلقه بشأن الممارسات التجارية ""القسرية وغير العادلة"" التي تقوم بها بكين، وبشأن قضايا حقوقية مثل حملتها في هونغ كونغ واعتقالات شينجيانغ وغيرها من الإجراءات في آسيا، بما في ذلك تجاه تايوان التي تقول الصين إنها جزء من أراضيها.",JAZ,وعبر بايدن ايضا عن قلقه بشان الممارسات التجاريه القسريه وغير العادله التي تقوم بها بكين وبشان قضايا حقوقيه مثل حملتها في هونغ كونغ واعتقالات شينجيانغ وغيرها من الاجراءات في اسيا بما في ذلك تجاه تايوان التي تقول الصين انها جزء من اراضيها,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.284750364437396e-08,2.1027645775380086e-07,2.0859018486159405e-09,5.8881427715701935e-08,1.4955414301034666e-08,4.972427797239484e-07,1.812234799841267e-07,4.9892937501362526e-09,6.297626402684767e-07,1.1488431179813747e-07,2.0262028000512532e-07,4.114824473254301e-07,7.583867651870761e-08,1.2827424303052408e-06,3.979610827920169e-08,5.865794822036888e-06,1.3727244377135929e-06,0.1798513287274692,0.8201059270087403,6.20837030177796e-09,2.5015577759827624e-05,2.452460299685284e-07,6.153752232364827e-06,2.704804021922391e-08,2.995426432084954e-07,8.740301763678772e-09
15,ويحتدم الخلاف بين البلدين بشأن عدة قضايا، مثل التكنولوجيا وحقوق الإنسان والأنشطة العسكرية الصينية في منطقة بحر جنوب الصين المتنازع عليها، حيث يتبادل البلدان الاتهامات بتعمد انتهاج سلوك استفزازي.,JAZ,ويحتدم الخلاف بين البلدين بشان عده قضايا مثل التكنولوجيا وحقوق الانسان والانشطه العسكريه الصينيه في منطقه بحر جنوب الصين المتنازع عليها حيث يتبادل البلدان الاتهامات بتعمد انتهاج سلوك استفزازي,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.0119395489981415e-05,1.3242681991660273e-05,8.070238100132002e-06,0.0003001713717613811,0.0002683213262656523,0.005918403971168275,0.0020500945390845324,1.3471649261254947e-05,0.0014579505554274154,0.0012805682676236409,0.0007812032960894083,0.018187560649731555,2.128502346834488e-06,0.005497654207241891,0.0005946397402172697,0.0004724504185651682,0.0002712993944532047,2.843857708717739e-06,0.015351478678996573,1.5949034799546795e-07,0.10713495950365658,0.0018721539621803995,0.8367674930922635,2.5121533108072185e-05,0.0016856698306571703,2.7698462617782654e-06
16,"فقد أراد حزب ""الجمهوريون"" اليميني حظر الحجاب في الجامعات، وقال دايمان أباد زعيم الكتلة البرلمانية للحزب التي صوتت بشبه إجماع ضد المشروع إن النص ""فاتر ومائع""، ولا يتطرق إلى مواضيع مثل ""تدفق المهاجرين والتطرف في الجامعات والمدارس والسجون والرياضة"".",JAZ,فقد اراد حزب الجمهوريون اليميني حظر الحجاب في الجامعات وقال دايمان اباد زعيم الكتله البرلمانيه للحزب التي صوتت بشبه اجماع ضد المشروع ان النص فاتر ومائع ولا يتطرق الي مواضيع مثل تدفق المهاجرين والتطرف في الجامعات والمدارس والسجون والرياضه,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.057159459783128e-06,3.892092702795935e-05,4.859888546169875e-07,5.099665559116423e-05,1.3401873318103183e-05,0.00013104884336925216,0.00013031764605413073,1.9717322547970347e-06,0.0012344218373196497,5.333751815929555e-05,3.4785195228742894e-05,0.016409640597731555,5.540316342457868e-06,0.001133767926414834,6.5886525455335e-05,0.00046198470665405496,1.8420330657520848e-05,3.2331550860540375e-05,0.9318838567889116,2.871368462596721e-07,0.046911699827106336,0.00022777940562586474,0.0006649762065691643,0.0001085165961099901,0.0003720347663134393,4.531941763547765e-06
17,"ويجرم النص النزعات ""الانعزالية""، ويفرض رقابة صارمة على أنشطة الجمعيات الدينية والثقافية، كما يشدد على مبدأ ""الحياد الديني"" لموظفي القطاع العام. ومن المقرر أن يحال القانون إلى النقاش في مجلس الشيوخ في أبريل/نيسان المقبل.",JAZ,ويجرم النص النزعات الانعزاليه ويفرض رقابه صارمه علي انشطه الجمعيات الدينيه والثقافيه كما يشدد علي مبدا الحياد الديني لموظفي القطاع العام ومن المقرر ان يحال القانون الي النقاش في مجلس الشيوخ في ابريلنيسان المقبل,Maghreb,TRI,Libya,Tripoli,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.4887695156775842e-08,2.7328184664531183e-07,9.56906833228878e-10,1.2491024026255427e-07,3.2130986263114765e-08,1.67505324782495e-07,8.668986753002548e-08,5.02550581305558e-09,1.1232571870446902e-05,1.0637712788112078e-07,4.5242773383711246e-08,5.875718468908502e-07,4.7580841220506426e-08,8.490026309878737e-07,3.4078482896501437e-07,1.5060348388054648e-06,1.6910270288748926e-07,1.1437797734375546e-07,4.874880003234857e-06,1.0279544542433052e-08,1.265639182563528e-06,3.2127659356655075e-07,2.573390323385484e-06,3.376443435683619e-07,0.99997488057294,3.228125704799368e-08
18,وتابعت أنه بمجرد أن تصبح واشنطن وطهران طرفين في الاتفاق مرة أخرى فسيكون فريق بايدن في وضع يسمح له بالنهوض ببنود أخرى من جدول الأعمال مع طهران، وتحديدا الإجراءات التي يتخذانها في اليمن وأماكن أخرى في المنطقة التي تثير القلق في دول مثل المملكة العربية السعودية.,JAZ,وتابعت انه بمجرد ان تصبح واشنطن وطهران طرفين في الاتفاق مره اخري فسيكون فريق بايدن في وضع يسمح له بالنهوض ببنود اخري من جدول الاعمال مع طهران وتحديدا الاجراءات التي يتخذانها في اليمن واماكن اخري في المنطقه التي تثير القلق في دول مثل المملكه العربيه السعوديه,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.6355029006407804e-07,1.3429955465333665e-06,8.64549376394555e-08,1.7578370062177994e-06,3.244447814848009e-06,4.251140452922041e-06,1.4221600406190259e-06,6.825901557621316e-08,2.5843057062663676e-05,2.1842384035167882e-05,1.4172264487185111e-06,0.0001319293230220301,2.105145237635557e-07,0.00017991204785401132,1.264237119219777e-06,0.00033446972015553785,4.306243260855176e-06,0.9368945238858156,0.05618077076670727,2.600046159210759e-08,0.0058449061357062244,4.907940934445043e-06,0.0003444416634174969,2.647303971522394e-07,1.6557078290327862e-05,7.019968338056593e-08
19,"واعتبر الموقع أنه من المفارقة أن عبادي ذكر سببا آخر مفاجئا وهو أن الخليج سيصبح -وفقا لتوقعاته- ""ملاذا آمنا"" لليهود الفارين من معاداة السامية المتزايدة في الغرب، وذلك بالنظر للحوادث المتعلقة بمعاداة السامية في أوروبا والولايات المتحدة والتي قال إن أعدادها في تزايد.",JAZ,واعتبر الموقع انه من المفارقه ان عبادي ذكر سببا اخر مفاجئا وهو ان الخليج سيصبح وفقا لتوقعاته ملاذا امنا لليهود الفارين من معاداه الساميه المتزايده في الغرب وذلك بالنظر للحوادث المتعلقه بمعاداه الساميه في اوروبا والولايات المتحده والتي قال ان اعدادها في تزايد,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,7.220889650980057e-07,9.449810773222212e-07,9.111878499667185e-07,1.5564229849860687e-05,9.651854584058315e-05,1.2895821395005031e-05,9.412760077214778e-06,3.9407282854952567e-07,0.019027974679888718,0.0005143274459991662,3.670234167756648e-06,0.0023777962236704547,3.5661473946434595e-07,0.0012093615953115797,1.151925780621716e-05,0.0005235508644913044,3.147782963629134e-05,1.7460206758227534e-06,0.0035705651995396265,4.6339083321233585e-08,0.013734150974320776,3.425141610596505e-05,0.9566406566158787,1.9699038581042988e-06,0.0021789484074340093,2.666895092367035e-07
20,"وقال نونو لهيئة البث ""الهدف هو توحيد موارد المجتمعات، مثل طعام الكوشر الحلال (وفق الشريعة اليهودية) وكذلك المساعدات الدينية، والدفن وغيرها من الأمور"". وكانت الإمارات والبحرين قد وقعتا العام الماضي اتفاقيتين من أجل تطبيع العلاقات مع إسرائيل.",JAZ,وقال نونو لهيئه البث الهدف هو توحيد موارد المجتمعات مثل طعام الكوشر الحلال وفق الشريعه اليهوديه وكذلك المساعدات الدينيه والدفن وغيرها من الامور وكانت الامارات والبحرين قد وقعتا العام الماضي اتفاقيتين من اجل تطبيع العلاقات مع اسرائيل,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.194838301178488e-06,1.4894441298530585e-05,2.6587783824463544e-07,7.2803327899914764e-06,9.374916574244537e-07,5.18306379208614e-05,2.7128504966405406e-05,3.18740528601346e-07,4.884779359269325e-05,1.9356500645383865e-06,5.713389772918665e-06,6.796882305761263e-05,1.9927313672326774e-06,0.00013834419342409254,1.927152748627406e-05,0.0002778247118936054,9.909419046409543e-05,0.9632187745903729,0.02209203185160988,1.574592128150659e-07,0.013561814226362873,4.684172609570494e-05,0.0003005643051319805,5.242799663700032e-07,1.1225694799830427e-05,2.2199002331542773e-07
21,جاء ذلك في أول اجتماع لمجلس الوزراء في العام الجاري. وكان الجانبان قد وقعا في البيت الأبيض منتصف سبتمبر/أيلول الماضي اتفاقية لتطبيع العلاقات، برعاية الرئيس الأميركي السابق دونالد ترامب.,JAZ,جاء ذلك في اول اجتماع لمجلس الوزراء في العام الجاري وكان الجانبان قد وقعا في البيت الابيض منتصف سبتمبرايلول الماضي اتفاقيه لتطبيع العلاقات برعايه الرئيس الاميركي السابق دونالد ترامب,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.734359773649065e-07,8.661535973096196e-06,1.7762048283935068e-07,6.598822937021167e-06,6.443972778574062e-06,6.636340100683922e-06,1.1363155071128672e-05,3.879253141046158e-07,3.6235024419688176e-05,8.306372938479902e-05,5.372708251046079e-06,0.00025414853420109866,3.654194268688898e-07,0.0010443210874097626,4.510267525274073e-06,0.001054634870745522,2.2643885612675694e-06,0.0005774457852857565,0.9639032806377056,4.395866762199378e-08,0.03264459746848342,3.445540952267609e-05,0.0002897865201045811,6.245990976863683e-06,1.6942964895490206e-05,1.0424257977842234e-06
22,وقال مستشار الأمن القومي الأميركي جيك سوليفان -في بيان صدر اليوم الأحد- إنه أخبر نظيره الإسرائيلي مائير بن شبات في اتصال هاتفي جرى أمس، أن إدارة الرئيس جو بايدن ستعمل عن كثب مع إسرائيل بشأن الأمن وتطبيع العلاقات في الشرق الأوسط.,JAZ,وقال مستشار الامن القومي الاميركي جيك سوليفان في بيان صدر اليوم الاحد انه اخبر نظيره الاسرائيلي مائير بن شبات في اتصال هاتفي جري امس ان اداره الرئيس جو بايدن ستعمل عن كثب مع اسرائيل بشان الامن وتطبيع العلاقات في الشرق الاوسط,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.210388434419609e-06,5.472338495154615e-06,3.7380306305695605e-07,3.4458218743117425e-05,1.3244120446805333e-05,5.837834812142522e-05,6.546160755774548e-05,3.5761134132972618e-06,0.0008661485421214862,7.088471455672533e-05,2.689013314875868e-05,0.006751835521869225,1.3992212616831056e-06,0.003021004896791485,8.206341617842648e-05,0.0001884765298647808,0.00011203824868130716,5.650769240312229e-06,0.0012574170553899522,1.936234606197857e-07,0.3715958081428522,0.00031468580412961347,0.6152741044444209,4.7851749943904365e-06,0.00024035131122779698,1.0875115352735501e-06
23,وأشار مراسل الجزيرة في واشنطن أحمد هزيم إلى شهادة وزير الخارجية الأميركي الجديد أنتوني بلينكن أمام مجلس الشيوخ ضمن إجراءات المصادقة على تعيينه، حيث قال إن الإدارة الجديدة ستعمل ببطء لإعادة بناء الثقة بين طرفي النزاع، لتصل بعد ذلك إلى خطة أو مقترح لإطلاق المفاوضات.,JAZ,واشار مراسل الجزيره في واشنطن احمد هزيم الي شهاده وزير الخارجيه الاميركي الجديد انتوني بلينكن امام مجلس الشيوخ ضمن اجراءات المصادقه علي تعيينه حيث قال ان الاداره الجديده ستعمل ببطء لاعاده بناء الثقه بين طرفي النزاع لتصل بعد ذلك الي خطه او مقترح لاطلاق المفاوضات,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.828158724889016e-07,2.34539763947577e-06,3.3011284177220226e-07,4.050782818146082e-06,3.0379732368421145e-06,0.00010429199782517301,4.2881814538907066e-05,3.2772629756758524e-07,0.001898198665598046,1.8192498150571308e-05,3.96440576405998e-06,7.634035829322773e-05,7.317345818669104e-07,5.422585539678871e-05,3.243130826078994e-06,0.00019138773521949477,0.0002681243315571777,1.3066717120532217e-05,0.002118800727889476,1.0726933907564807e-07,0.00042626907297337973,5.388743897253836e-05,0.8500912299286997,1.5515268044184626e-05,0.14460865112868296,3.1511182062673784e-07
24,"وتنقل الصحيفة الفرنسية عن الروائي الجزائري محمد مولسهول (المشهور بياسمينة خضرا) قوله إن الجزائر ""كانت تستحق مصيرا أفضل من هذا""، داعيا إلى إطلاق سراح جميع معتقلي الرأي القابعين في السجون.",JAZ,وتنقل الصحيفه الفرنسيه عن الروائي الجزائري محمد مولسهول المشهور بياسمينه خضرا قوله ان الجزائر كانت تستحق مصيرا افضل من هذا داعيا الي اطلاق سراح جميع معتقلي الراي القابعين في السجون,Gulf,RIY,Saudi Arabia,Riyadh,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.380949675046853e-07,5.659928529703668e-07,2.853748564333348e-08,1.3818916970444247e-06,5.275048740802796e-07,1.7334930479455452e-05,9.878589778394761e-06,1.2283566367175777e-07,1.0177524623845913e-05,2.762417750470205e-06,7.261086716489408e-07,1.2511418136971458e-05,1.0727721333269028e-07,3.1308061795286064e-05,5.944028866615657e-07,3.2203963541027486e-05,6.965449320595559e-06,1.1336492727690822e-05,0.01929424441618349,4.2486595441461565e-09,0.980409808307717,6.992572730577337e-06,0.00014371013368864597,6.925726937203101e-07,5.802313686431617e-06,7.394017429777555e-08
25,"وتختم الصحيفة بأن الجزائريين باتوا يعيشون في الذكرى الثانية لحراكهم الشعبي ""وهْمُ الجزائرِ الجديدة"" على وقع القمع والمحاكمات المتسارعة للمعارضين والنشطاء، رغم تأكيد السلطات أنه لا يوجد ""معتقلي رأي في الجزائر""، وفق تعبير وزيرِ الاتصال الناطقِ الرسمي باسم الحكومة الجزائرية عمار بلحيمر مطلع هذا الشهر.",JAZ,وتختم الصحيفه بان الجزائريين باتوا يعيشون في الذكري الثانيه لحراكهم الشعبي وهم الجزائر الجديده علي وقع القمع والمحاكمات المتسارعه للمعارضين والنشطاء رغم تاكيد السلطات انه لا يوجد معتقلي راي في الجزائر وفق تعبير وزير الاتصال الناطق الرسمي باسم الحكومه الجزائريه عمار بلحيمر مطلع هذا الشهر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.3582779554776817e-09,1.2766271061151668e-07,2.4428222603132397e-10,1.3012173870244686e-08,2.7230180402309694e-09,8.370654601091867e-08,3.1110107568093215e-08,8.365712638604328e-10,9.11680285478553e-08,7.011094441288111e-09,1.682143291871875e-08,8.30564426249954e-08,5.092769971854111e-09,3.4640072659436357e-07,1.9440270826046658e-08,9.921012262840485e-07,5.5285441877705936e-08,0.9995285606941876,0.00043852358372678123,7.528775252758934e-10,2.596973145025716e-05,6.802910573231867e-08,4.787591257790792e-06,2.2297351506223186e-08,1.8640081079266879e-07,1.8881104354052147e-09
26,وحمل وزير الخارجية رسالة من أمير دولة قطر الشيخ تميم بن حمد آل ثاني، إلى الرئيس ميشال عون، تتضمن الدعم لتشكيل الحكومة ورأب الصدع بين كافة الأطراف السياسية، تمهيدا لفتح الباب أمام المساعدات الاقتصادية لحل الأزمة الراهنة، والمساهمة في إعادة إعمار لبنان.,JAZ,وحمل وزير الخارجيه رساله من امير دوله قطر الشيخ تميم بن حمد ال ثاني الي الرئيس ميشال عون تتضمن الدعم لتشكيل الحكومه وراب الصدع بين كافه الاطراف السياسيه تمهيدا لفتح الباب امام المساعدات الاقتصاديه لحل الازمه الراهنه والمساهمه في اعاده اعمار لبنان,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.754167871418778e-06,5.3099743202634425e-06,2.729034871644893e-06,3.505301702207908e-05,4.077539134696632e-05,7.955517496578972e-05,0.00015082424394290147,2.1168832935840854e-06,0.0009326127262075879,0.0002599537125165636,1.72764213870271e-05,0.0012348570155920461,2.2700599110239234e-07,0.00047311637080276885,5.2518554663073833e-05,0.00020445115628699498,0.00014121068943630547,1.6633386687961585e-07,0.0004011597515910787,8.347797842764137e-08,0.004203443904005083,0.0006346196701815811,0.9893219923806099,0.000313118232543351,0.0014851368042018249,4.9379045037101445e-06
27,وتأتي هذه الزيارة بعد أيام من زيارة الشيخ محمد بن عبد الرحمن آل ثاني، نائب رئيس مجلس الوزراء القطري وزير الخارجية، إلى لبنان شملت لقاء مع وزير الخارجية اللبناني السابق، جبران باسيل، واتصالا مع رئيس الوزراء المكلف، سعد الحريري، وذلك في إطار مساعٍ قطرية لإيجاد أرضية مشتركة وتوافقية لتشكيل حكومة لبنانية.,JAZ,وتاتي هذه الزياره بعد ايام من زياره الشيخ محمد بن عبد الرحمن ال ثاني نائب رئيس مجلس الوزراء القطري وزير الخارجيه الي لبنان شملت لقاء مع وزير الخارجيه اللبناني السابق جبران باسيل واتصالا مع رئيس الوزراء المكلف سعد الحريري وذلك في اطار مساع قطريه لايجاد ارضيه مشتركه وتوافقيه لتشكيل حكومه لبنانيه,Gulf,RIY,Saudi Arabia,Riyadh,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.215283456837661e-05,0.00023484658551357874,4.451951085074127e-06,0.00017000407559023133,4.274300997943419e-05,0.001910015294714423,0.0013156114243300177,2.6147355388568704e-05,0.0013913045747758486,0.00023760753767650518,0.00012416038649004936,0.0009086859972221453,2.0906442059037907e-05,0.0019363738831791428,6.185264073102133e-05,0.005906132106619126,0.0014769360257043597,0.0012830761417395914,0.03202380559762044,3.417304504500433e-06,0.732175074949734,0.002718754076558298,0.02230970040393218,0.1906063996161078,0.0028188471834402658,0.00027099260073590504
28,وأضاف ماكرون، في كلمة عبر الفيديو أمام قمة دول الساحل المنعقدة في النيجر، أنه يجب قطع رؤوس الجماعات المسلحة في الساحل، وأوضح أن التعبئة الدولية من أجل منطقة الساحل لم تكن يوما قوية كما هي اليوم.,JAZ,واضاف ماكرون في كلمه عبر الفيديو امام قمه دول الساحل المنعقده في النيجر انه يجب قطع رؤوس الجماعات المسلحه في الساحل واوضح ان التعبئه الدوليه من اجل منطقه الساحل لم تكن يوما قويه كما هي اليوم,Gulf of Aden,SAN,Yemen,Sana'a,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,7.777789593489012e-07,2.357048777133616e-06,2.393665047211452e-06,1.1781200376222465e-05,4.424345018569238e-05,6.697997050515237e-06,7.63951022876569e-06,2.9342919191117783e-07,0.00011156586423697793,0.0001615349929100833,4.898092138187907e-06,0.0002228581531741951,3.063174292572178e-07,0.000529528308844429,7.381661688596188e-06,0.10186879967473596,1.745734715841295e-05,0.00033468394084086963,0.001121189818519949,8.28254265635488e-08,0.0011300192950148738,2.0448172721148932e-05,0.894081083181771,3.4988262331337576e-06,0.00030818950926298546,2.899380766056334e-07
29,"وأوضح ماكرون أن التعديل الذي سيطرأ على الوجود العسكري الفرنسي في الساحل ""سيعتمد على مشاركة الدول الأخرى في قوة تاكوبا العسكرية التي تقاتل المتشددين في منطقة الساحل إلى جانب الجيشين في مالي ونيجيريا، وقال إن المجر واليونان وصربيا ترغب في الانضمام إلى القوة الدولية التي تشمل عدة دول أوروبية، والتي تحارب الجماعات المسلحة في منطقة الساحل.",JAZ,واوضح ماكرون ان التعديل الذي سيطرا علي الوجود العسكري الفرنسي في الساحل سيعتمد علي مشاركه الدول الاخري في قوه تاكوبا العسكريه التي تقاتل المتشددين في منطقه الساحل الي جانب الجيشين في مالي ونيجيريا وقال ان المجر واليونان وصربيا ترغب في الانضمام الي القوه الدوليه التي تشمل عده دول اوروبيه والتي تحارب الجماعات المسلحه في منطقه الساحل,Maghreb,TRI,Libya,Tripoli,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.1496435894830525e-06,1.0958296831513986e-05,1.7926401478126376e-07,1.9669357595706285e-05,2.6783281620431454e-05,4.743142459147862e-05,1.697060229511784e-05,7.52251111743059e-07,0.0010954727317029382,7.3117910121484e-05,5.995878385947625e-06,0.001470248232464777,2.6070624904456305e-06,0.00015383417990941963,2.395929665764319e-05,0.0006027767916720781,2.120092288890293e-05,0.000605759737274913,0.4947337882340685,3.0314835430125894e-07,0.00038585568442345216,6.63908492458826e-05,0.0007204813110516074,2.203871235346921e-05,0.49988850182058825,2.773374695693333e-06
